coin,opening_candle_date,probability,previous_close_price,close_price,close_direction,last_monitor_date,potential_profit_%
IOTX/USDT,2024-07-18 20:00:00,0.75,0.0459,0.04605,1,2024-07-19 00:01:44,0.33
BCH/USDT,2024-07-18 20:00:00,0.74,384.4,382.8,0,2024-07-19 00:01:44,-0.42
WRX/USDT,2024-07-18 20:00:00,0.75,0.1439,0.1433,0,2024-07-19 00:01:44,-0.42
LSK/USDT,2024-07-18 20:00:00,0.79,0.999,1.027,1,2024-07-19 00:01:44,2.8
STPT/USDT,2024-07-18 20:00:00,0.72,0.04422,0.04512,1,2024-07-19 00:01:44,2.04
KNC/USDT,2024-07-18 20:00:00,0.72,0.5458,0.5541,1,2024-07-19 00:01:44,1.52
DGB/USDT,2024-07-18 20:00:00,0.73,0.00833,0.00829,1,2024-07-19 00:01:44,-0.48
AVA/USDT,2024-07-18 20:00:00,0.75,0.6326,0.6348,1,2024-07-19 00:01:44,0.35
TWT/USDT,2024-07-18 20:00:00,0.77,1.0404,1.037,0,2024-07-19 00:01:44,-0.33
SFP/USDT,2024-07-18 20:00:00,0.8,0.8096,0.8072,0,2024-07-19 00:01:44,-0.3
LINA/USDT,2024-07-18 20:00:00,0.71,0.005903,0.006065,1,2024-07-19 00:01:44,2.74
SHIB/USDT,2024-07-18 20:00:00,0.78,1.702e-05,1.739e-05,1,2024-07-19 00:01:44,2.17
PHA/USDT,2024-07-18 20:00:00,0.82,0.1285,0.1286,1,2024-07-19 00:01:44,0.08
MLN/USDT,2024-07-18 20:00:00,0.78,19.34,19.39,1,2024-07-19 00:01:44,0.26
C98/USDT,2024-07-18 20:00:00,0.71,0.1676,0.1687,1,2024-07-19 00:01:44,0.66
FARM/USDT,2024-07-18 20:00:00,0.71,46.95,47.65,1,2024-07-19 00:01:44,1.49
QUICK/USDT,2024-07-18 20:00:00,0.95,0.04005,0.04057,1,2024-07-19 00:01:44,1.3
DF/USDT,2024-07-18 20:00:00,0.79,0.03194,0.03235,1,2024-07-19 00:01:44,1.28
FIDA/USDT,2024-07-18 20:00:00,0.72,0.2687,0.2749,1,2024-07-19 00:01:44,2.31
AGLD/USDT,2024-07-18 20:00:00,0.87,0.94,0.934,0,2024-07-19 00:01:44,-0.64
AUCTION/USDT,2024-07-18 20:00:00,0.86,15.16,15.49,1,2024-07-19 00:01:44,2.18
KP3R/USDT,2024-07-18 20:00:00,0.71,58.38,59.13,1,2024-07-19 00:01:44,1.28
BICO/USDT,2024-07-18 20:00:00,0.77,0.333,0.34,1,2024-07-19 00:01:44,2.1
LOKA/USDT,2024-07-18 20:00:00,0.72,0.1833,0.1841,1,2024-07-19 00:01:44,0.44
GMT/USDT,2024-07-18 20:00:00,0.73,0.1518,0.1538,1,2024-07-19 00:01:44,1.32
POLYX/USDT,2024-07-18 20:00:00,0.73,0.2647,0.2676,1,2024-07-19 00:01:44,1.1
MAGIC/USDT,2024-07-18 20:00:00,0.71,0.5321,0.5437,1,2024-07-19 00:01:44,2.18
HIFI/USDT,2024-07-18 20:00:00,0.74,0.456,0.4659,1,2024-07-19 00:01:44,2.17
GNS/USDT,2024-07-18 20:00:00,0.7,3.32,3.393,1,2024-07-19 00:01:44,2.2
VIB/USDT,2024-07-18 20:00:00,0.81,0.07116,0.07268,1,2024-07-19 00:01:44,2.14
AMB/USDT,2024-07-18 20:00:00,0.86,0.00641,0.00651,1,2024-07-19 00:01:44,1.56
PROM/USDT,2024-07-18 20:00:00,0.71,7.103,7.235,1,2024-07-19 00:01:44,1.86
OAX/USDT,2024-07-18 20:00:00,0.73,0.1646,0.1682,1,2024-07-19 00:01:44,2.19
COMBO/USDT,2024-07-18 20:00:00,0.8,0.5399,0.5529,1,2024-07-19 00:01:44,2.41
CYBER/USDT,2024-07-18 20:00:00,0.83,4.396,4.506,1,2024-07-19 00:01:44,2.5
NTRN/USDT,2024-07-18 20:00:00,0.87,0.5083,0.5198,1,2024-07-19 00:01:44,2.26
1000SATS/USDT,2024-07-18 20:00:00,0.72,0.0002615,0.0002741,1,2024-07-19 00:01:44,4.82
AEVO/USDT,2024-07-18 20:00:00,0.75,0.544,0.562,1,2024-07-19 00:01:44,3.31
ONT/USDT,2024-07-18 20:00:00,0.74,0.2023,0.2048,1,2024-07-19 00:01:44,1.24
TFUEL/USDT,2024-07-18 20:00:00,0.79,0.06997,0.07021,1,2024-07-19 00:01:44,0.34
WAXP/USDT,2024-07-19 00:00:00,0.74,0.0397,0.0426,1,2024-07-19 04:00:11,7.3
AGLD/USDT,2024-07-19 00:00:00,0.86,0.934,0.983,1,2024-07-19 04:00:11,5.25
ALCX/USDT,2024-07-19 00:00:00,0.8,18.07,18.16,1,2024-07-19 04:00:11,0.5
GMT/USDT,2024-07-19 00:00:00,0.72,0.1538,0.1558,1,2024-07-19 04:00:11,1.3
BIFI/USDT,2024-07-19 00:00:00,0.71,333.3,334.4,1,2024-07-19 04:00:11,0.33
OP/USDT,2024-07-19 00:00:00,0.71,1.826,1.823,0,2024-07-19 04:00:11,-0.16
OSMO/USDT,2024-07-19 00:00:00,0.75,0.5324,0.5311,0,2024-07-19 04:00:11,-0.24
AST/USDT,2024-07-19 00:00:00,0.8,0.0933,0.0941,1,2024-07-19 04:00:11,0.86
PIVX/USDT,2024-07-19 00:00:00,0.74,0.2527,0.2526,0,2024-07-19 04:00:11,-0.04
ONG/USDT,2024-07-19 00:00:00,0.73,0.3359,0.3397,1,2024-07-19 04:00:11,1.13
WRX/USDT,2024-07-19 00:00:00,0.83,0.1433,0.1436,1,2024-07-19 04:00:11,0.21
