coin,buy_price,buy_date,sell_price,sell_date,previous_close_price,opening_candle_date,profit_percentage,percentage_change,close_reason,candles_passed,last_monitor_date
FRONT/USDT,0.926,2024-07-22 21:10:58,0.9,2024-07-23 00:00:03,0.937,2024-07-22 20:00:00,-2.92,-4.06,Candles Exceeded,2,2024-07-23 00:00:03
LEVER/USDT,0.002348,2024-07-22 21:12:16,0.0,2024-07-23 00:00:03,0.00238,2024-07-22 20:00:00,-2.73,-4.03,Candles Exceeded,2,2024-07-23 00:00:03
ORN/USDT,1.477,2024-07-22 21:18:13,1.47,2024-07-23 00:00:03,1.492,2024-07-22 20:00:00,-0.74,-1.74,Candles Exceeded,2,2024-07-23 00:00:03
DEXE/USDT,9.95,2024-07-22 21:19:46,9.8,2024-07-23 00:00:03,10.051,2024-07-22 20:00:00,-1.49,-2.48,Candles Exceeded,2,2024-07-23 00:00:03
ILV/USDT,72.25,2024-07-22 21:20:16,70.7,2024-07-23 00:00:03,73.11,2024-07-22 20:00:00,-2.15,-3.3,Candles Exceeded,2,2024-07-23 00:00:03
SYS/USDT,0.1083,2024-07-22 21:20:18,0.11,2024-07-23 00:00:03,0.1096,2024-07-22 20:00:00,-0.92,-2.1,Candles Exceeded,2,2024-07-23 00:00:03
ARB/USDT,0.7692,2024-07-22 21:22:16,0.76,2024-07-23 00:00:03,0.7806,2024-07-22 20:00:00,-1.22,-2.66,Candles Exceeded,2,2024-07-23 00:00:03
STX/USDT,1.861,2024-07-22 21:26:06,1.84,2024-07-23 00:00:03,1.882,2024-07-22 20:00:00,-1.34,-2.44,Candles Exceeded,2,2024-07-23 00:00:03
AAVE/USDT,94.39,2024-07-22 21:27:39,94.14,2024-07-23 00:00:03,95.55,2024-07-22 20:00:00,-0.26,-1.48,Candles Exceeded,2,2024-07-23 00:00:03
AVA/USDT,0.6412,2024-07-22 21:27:55,0.63,2024-07-23 00:00:03,0.6508,2024-07-22 20:00:00,-1.86,-3.3,Candles Exceeded,2,2024-07-23 00:00:03
RIF/USDT,0.0875,2024-07-22 21:28:10,0.09,2024-07-23 00:00:03,0.0888,2024-07-22 20:00:00,-1.03,-2.48,Candles Exceeded,2,2024-07-23 00:00:03
LIT/USDT,0.773,2024-07-22 21:28:16,0.74,2024-07-23 00:00:03,0.784,2024-07-22 20:00:00,-4.14,-5.48,Candles Exceeded,2,2024-07-23 00:00:03
PERP/USDT,0.6755,2024-07-22 21:28:32,0.67,2024-07-23 00:00:03,0.6854,2024-07-22 20:00:00,-1.3,-2.73,Candles Exceeded,2,2024-07-23 00:00:03
AR/USDT,31.62,2024-07-22 21:28:50,31.38,2024-07-23 00:00:03,32.11,2024-07-22 20:00:00,-0.76,-2.27,Candles Exceeded,2,2024-07-23 00:00:03
BICO/USDT,0.3325,2024-07-22 21:30:14,0.32,2024-07-23 00:00:03,0.336,2024-07-22 20:00:00,-2.47,-3.48,Candles Exceeded,2,2024-07-23 00:00:03
ASTR/USDT,0.0767,2024-07-22 21:57:51,0.08,2024-07-23 00:00:03,0.0775,2024-07-22 20:00:00,-0.78,-1.81,Candles Exceeded,2,2024-07-23 00:00:03
OMNI/USDT,12.86,2024-07-22 22:09:07,12.61,2024-07-23 00:00:03,13.16,2024-07-22 20:00:00,-1.94,-4.18,Candles Exceeded,2,2024-07-23 00:00:03
OOKI/USDT,0.001658,2024-07-22 22:15:39,0.0,2024-07-23 00:00:03,0.001676,2024-07-22 20:00:00,-0.12,-1.19,Candles Exceeded,2,2024-07-23 00:00:03
VTHO/USDT,0.002636,2024-07-22 23:14:49,0.0,2024-07-23 00:00:03,0.002671,2024-07-22 20:00:00,0.42,-0.9,Candles Exceeded,2,2024-07-23 00:00:03
LIT/USDT,0.732,2024-07-23 00:29:37,0.74,2024-07-23 00:49:33,0.74,2024-07-23 00:00:00,1.23,0.14,Profit Reached,1,2024-07-23 00:49:33
ICX/USDT,0.1611,2024-07-23 01:04:26,0.16,2024-07-23 04:00:04,0.1634,2024-07-23 00:00:00,-0.12,-1.53,Candles Exceeded,2,2024-07-23 04:00:04
VTHO/USDT,0.002629,2024-07-23 04:34:25,0.0,2024-07-23 08:00:15,0.00266,2024-07-23 04:00:00,-1.37,-2.52,Candles Exceeded,2,2024-07-23 08:00:15
OP/USDT,1.906,2024-07-23 04:38:42,1.83,2024-07-23 07:59:59,1.926,2024-07-23 04:00:00,-4.14,-5.14,Candles Exceeded,2,2024-07-23 07:59:59
VIB/USDT,0.0734,2024-07-23 04:39:04,0.07,2024-07-23 08:00:15,0.07416,2024-07-23 04:00:00,-1.21,-2.22,Candles Exceeded,2,2024-07-23 08:00:15
KNC/USDT,0.5368,2024-07-23 04:43:44,0.53,2024-07-23 08:00:15,0.5448,2024-07-23 04:00:00,-1.64,-3.08,Candles Exceeded,2,2024-07-23 08:00:15
GTC/USDT,0.86,2024-07-23 04:46:04,0.84,2024-07-23 08:00:15,0.87,2024-07-23 04:00:00,-1.74,-2.87,Candles Exceeded,2,2024-07-23 08:00:15
OAX/USDT,0.1676,2024-07-23 05:16:51,0.17,2024-07-23 07:59:59,0.1694,2024-07-23 04:00:00,-0.95,-2.01,Candles Exceeded,2,2024-07-23 07:59:59
MKR/USDT,2683.0,2024-07-23 05:21:24,2687.0,2024-07-23 07:59:59,2717.0,2024-07-23 04:00:00,0.15,-1.1,Candles Exceeded,2,2024-07-23 07:59:59
WIF/USDT,2.597,2024-07-23 09:21:50,2.55,2024-07-23 12:00:10,2.635,2024-07-23 08:00:00,-1.93,-3.34,Candles Exceeded,2,2024-07-23 12:00:10
TRU/USDT,0.1224,2024-07-23 11:57:55,0.12,2024-07-23 12:00:10,0.1237,2024-07-23 08:00:00,0.0,-1.05,Candles Exceeded,2,2024-07-23 12:00:10
FARM/USDT,47.8,2024-07-23 12:27:30,47.29,2024-07-23 16:00:06,48.41,2024-07-23 12:00:00,-1.07,-2.31,Candles Exceeded,2,2024-07-23 16:00:06
ALT/USDT,0.1439,2024-07-23 12:30:54,0.15,2024-07-23 13:49:35,0.1497,2024-07-23 12:00:00,7.64,3.47,Profit Reached,1,2024-07-23 13:49:35
DUSK/USDT,0.2498,2024-07-23 12:33:24,0.24,2024-07-23 16:00:06,0.2536,2024-07-23 12:00:00,-2.2,-3.67,Candles Exceeded,2,2024-07-23 16:00:06
KSM/USDT,21.68,2024-07-23 12:35:00,21.65,2024-07-23 16:00:06,21.96,2024-07-23 12:00:00,-0.14,-1.41,Candles Exceeded,2,2024-07-23 16:00:06
AGLD/USDT,0.958,2024-07-23 12:37:30,0.97,2024-07-23 14:32:55,0.968,2024-07-23 12:00:00,1.15,0.1,Profit Reached,1,2024-07-23 14:32:55
MOVR/USDT,11.119,2024-07-23 13:05:52,10.96,2024-07-23 16:00:06,11.236,2024-07-23 12:00:00,-1.46,-2.48,Candles Exceeded,2,2024-07-23 16:00:06
ARPA/USDT,0.04225,2024-07-23 13:11:21,0.04,2024-07-23 14:26:37,0.04271,2024-07-23 12:00:00,1.14,0.05,Profit Reached,1,2024-07-23 14:26:37
IOTX/USDT,0.04607,2024-07-23 13:11:23,0.05,2024-07-23 13:35:08,0.04661,2024-07-23 12:00:00,1.22,0.04,Profit Reached,1,2024-07-23 13:35:08
WING/USDT,5.12,2024-07-23 13:12:39,5.06,2024-07-23 16:00:06,5.18,2024-07-23 12:00:00,-1.17,-2.32,Candles Exceeded,2,2024-07-23 16:00:06
ERN/USDT,2.336,2024-07-23 13:14:16,2.31,2024-07-23 16:00:06,2.368,2024-07-23 12:00:00,-1.11,-2.45,Candles Exceeded,2,2024-07-23 16:00:06
REQ/USDT,0.1104,2024-07-23 13:14:38,0.11,2024-07-23 14:38:48,0.112,2024-07-23 12:00:00,1.54,0.09,Profit Reached,1,2024-07-23 14:38:48
VOXEL/USDT,0.162,2024-07-23 13:15:36,0.16,2024-07-23 16:00:06,0.1644,2024-07-23 12:00:00,0.0,-1.46,Candles Exceeded,2,2024-07-23 16:00:06
SPELL/USDT,0.0006642,2024-07-23 13:15:43,0.0,2024-07-23 13:35:08,0.0006719,2024-07-23 12:00:00,1.31,0.15,Profit Reached,1,2024-07-23 13:35:08
APE/USDT,0.809,2024-07-23 13:16:06,0.82,2024-07-23 14:36:24,0.819,2024-07-23 12:00:00,1.36,0.12,Profit Reached,1,2024-07-23 14:36:24
LQTY/USDT,0.829,2024-07-23 13:16:42,0.84,2024-07-23 14:41:18,0.838,2024-07-23 12:00:00,1.21,0.12,Profit Reached,1,2024-07-23 14:41:18
CHZ/USDT,0.0707,2024-07-23 13:20:31,0.07,2024-07-23 14:32:38,0.0715,2024-07-23 12:00:00,1.27,0.14,Profit Reached,1,2024-07-23 14:32:38
LEVER/USDT,0.002241,2024-07-23 13:25:29,0.0,2024-07-23 14:19:41,0.002265,2024-07-23 12:00:00,1.12,0.04,Profit Reached,1,2024-07-23 14:19:41
PHB/USDT,1.729,2024-07-23 13:25:40,1.75,2024-07-23 14:36:08,1.747,2024-07-23 12:00:00,1.16,0.11,Profit Reached,1,2024-07-23 14:36:08
WAN/USDT,0.1968,2024-07-23 13:29:36,0.2,2024-07-23 14:35:36,0.1992,2024-07-23 12:00:00,1.27,0.05,Profit Reached,1,2024-07-23 14:35:36
EGLD/USDT,34.84,2024-07-23 13:30:59,34.92,2024-07-23 16:00:06,35.39,2024-07-23 12:00:00,0.23,-1.33,Candles Exceeded,2,2024-07-23 16:00:06
FLM/USDT,0.0696,2024-07-23 13:31:12,0.07,2024-07-23 14:32:21,0.0706,2024-07-23 12:00:00,1.58,0.14,Profit Reached,1,2024-07-23 14:32:21
AXS/USDT,6.048,2024-07-23 13:31:29,6.12,2024-07-23 13:35:46,6.12,2024-07-23 12:00:00,1.22,0.03,Profit Reached,1,2024-07-23 13:35:46
POND/USDT,0.01815,2024-07-23 13:32:07,0.02,2024-07-23 14:34:48,0.01847,2024-07-23 12:00:00,1.82,0.05,Profit Reached,1,2024-07-23 14:34:48
TKO/USDT,0.3077,2024-07-23 13:32:17,0.31,2024-07-23 14:21:57,0.311,2024-07-23 12:00:00,1.17,0.1,Profit Reached,1,2024-07-23 14:21:57
ALPACA/USDT,0.1259,2024-07-23 13:32:55,0.13,2024-07-23 14:52:49,0.1284,2024-07-23 12:00:00,2.07,0.08,Profit Reached,1,2024-07-23 14:52:49
QUICK/USDT,0.04137,2024-07-23 13:32:56,0.04,2024-07-23 16:00:06,0.04193,2024-07-23 12:00:00,-0.82,-2.15,Candles Exceeded,2,2024-07-23 16:00:06
VIDT/USDT,0.02114,2024-07-23 13:33:09,0.02,2024-07-23 14:42:40,0.02151,2024-07-23 12:00:00,1.8,0.05,Profit Reached,1,2024-07-23 14:42:40
DF/USDT,0.03334,2024-07-23 13:33:17,0.03,2024-07-23 14:53:02,0.0338,2024-07-23 12:00:00,1.56,0.18,Profit Reached,1,2024-07-23 14:53:02
PORTO/USDT,1.476,2024-07-23 13:33:40,1.5,2024-07-23 14:29:31,1.496,2024-07-23 12:00:00,1.42,0.07,Profit Reached,1,2024-07-23 14:29:31
HIGH/USDT,1.718,2024-07-23 13:33:56,1.75,2024-07-23 13:35:46,1.745,2024-07-23 12:00:00,1.8,0.23,Profit Reached,1,2024-07-23 13:35:46
OSMO/USDT,0.5114,2024-07-23 13:34:40,0.52,2024-07-23 14:27:46,0.5169,2024-07-23 12:00:00,1.15,0.08,Profit Reached,1,2024-07-23 14:27:46
PROS/USDT,0.3762,2024-07-23 13:34:48,0.38,2024-07-23 14:38:34,0.3818,2024-07-23 12:00:00,1.57,0.08,Profit Reached,1,2024-07-23 14:38:34
PROM/USDT,7.058,2024-07-23 13:35:00,7.16,2024-07-23 14:36:08,7.152,2024-07-23 12:00:00,1.43,0.1,Profit Reached,1,2024-07-23 14:36:08
HIGH/USDT,1.725,2024-07-23 13:42:49,1.75,2024-07-23 14:37:51,1.745,2024-07-23 12:00:00,1.28,0.11,Profit Reached,1,2024-07-23 14:37:51
SPELL/USDT,0.0006631,2024-07-23 13:42:54,0.0,2024-07-23 14:26:37,0.0006719,2024-07-23 12:00:00,1.34,0.01,Profit Reached,1,2024-07-23 14:26:37
JUP/USDT,0.9555,2024-07-23 13:44:54,0.97,2024-07-23 14:26:19,0.9694,2024-07-23 12:00:00,1.72,0.26,Profit Reached,1,2024-07-23 14:26:19
NOT/USDT,0.01423,2024-07-23 13:45:24,0.01,2024-07-23 14:25:42,0.01438,2024-07-23 12:00:00,1.26,0.21,Profit Reached,1,2024-07-23 14:25:42
AXS/USDT,6.04,2024-07-23 13:49:19,6.12,2024-07-23 14:26:37,6.12,2024-07-23 12:00:00,1.41,0.08,Profit Reached,1,2024-07-23 14:26:37
BSW/USDT,0.063,2024-07-23 13:52:03,0.06,2024-07-23 14:36:08,0.0637,2024-07-23 12:00:00,1.27,0.16,Profit Reached,1,2024-07-23 14:36:08
1000SATS/USDT,0.000251,2024-07-23 13:53:29,0.0,2024-07-23 14:07:35,0.0002547,2024-07-23 12:00:00,1.51,0.04,Profit Reached,1,2024-07-23 14:07:35
WIF/USDT,2.516,2024-07-23 13:53:51,2.55,2024-07-23 14:15:30,2.547,2024-07-23 12:00:00,1.39,0.16,Profit Reached,1,2024-07-23 14:15:30
ALPACA/USDT,0.1269,2024-07-23 15:29:55,0.13,2024-07-23 16:00:06,0.1284,2024-07-23 12:00:00,-0.32,-1.48,Candles Exceeded,2,2024-07-23 16:00:06
AGLD/USDT,0.958,2024-07-23 15:30:23,0.95,2024-07-23 16:00:06,0.968,2024-07-23 12:00:00,-0.63,-1.65,Candles Exceeded,2,2024-07-23 16:00:06
HIGH/USDT,1.725,2024-07-23 15:30:59,1.71,2024-07-23 16:00:06,1.745,2024-07-23 12:00:00,-1.1,-2.23,Candles Exceeded,2,2024-07-23 16:00:06
LEVER/USDT,0.002241,2024-07-23 15:31:39,0.0,2024-07-23 16:00:06,0.002265,2024-07-23 12:00:00,-0.04,-1.1,Candles Exceeded,2,2024-07-23 16:00:06
PHB/USDT,1.723,2024-07-23 15:31:50,1.71,2024-07-23 16:00:06,1.747,2024-07-23 12:00:00,-0.75,-2.12,Candles Exceeded,2,2024-07-23 16:00:06
NOT/USDT,0.01423,2024-07-23 15:33:45,0.01,2024-07-23 16:00:06,0.01438,2024-07-23 12:00:00,0.0,-1.04,Candles Exceeded,2,2024-07-23 16:00:06
VIDT/USDT,0.02123,2024-07-23 15:39:26,0.02,2024-07-23 16:00:06,0.02151,2024-07-23 12:00:00,-0.28,-1.58,Candles Exceeded,2,2024-07-23 16:00:06
DF/USDT,0.03332,2024-07-23 15:39:34,0.03,2024-07-23 16:00:06,0.0338,2024-07-23 12:00:00,-0.27,-1.69,Candles Exceeded,2,2024-07-23 16:00:06
SPELL/USDT,0.0006645,2024-07-23 15:40:18,0.0,2024-07-23 16:00:06,0.0006719,2024-07-23 12:00:00,-0.12,-1.22,Candles Exceeded,2,2024-07-23 16:00:06
OSMO/USDT,0.5107,2024-07-23 15:40:59,0.51,2024-07-23 16:00:06,0.5169,2024-07-23 12:00:00,-0.37,-1.57,Candles Exceeded,2,2024-07-23 16:00:06
BLZ/USDT,0.1768,2024-07-23 15:46:09,0.18,2024-07-23 16:00:06,0.1786,2024-07-23 12:00:00,-0.57,-1.57,Candles Exceeded,2,2024-07-23 16:00:06
REQ/USDT,0.1108,2024-07-23 15:48:25,0.11,2024-07-23 16:00:06,0.112,2024-07-23 12:00:00,-0.36,-1.43,Candles Exceeded,2,2024-07-23 16:00:06
LQTY/USDT,0.829,2024-07-23 15:50:18,0.83,2024-07-23 16:00:06,0.838,2024-07-23 12:00:00,-0.12,-1.19,Candles Exceeded,2,2024-07-23 16:00:06
PROM/USDT,7.069,2024-07-23 15:50:25,7.07,2024-07-23 16:00:06,7.152,2024-07-23 12:00:00,0.03,-1.13,Candles Exceeded,2,2024-07-23 16:00:06
WAN/USDT,0.1972,2024-07-23 15:54:02,0.2,2024-07-23 16:00:06,0.1992,2024-07-23 12:00:00,0.0,-1.0,Candles Exceeded,2,2024-07-23 16:00:06
CHZ/USDT,0.0706,2024-07-23 15:54:06,0.07,2024-07-23 16:00:06,0.0715,2024-07-23 12:00:00,-0.14,-1.4,Candles Exceeded,2,2024-07-23 16:00:06
AXS/USDT,6.05,2024-07-23 15:55:55,6.06,2024-07-23 16:00:06,6.12,2024-07-23 12:00:00,0.1,-1.05,Candles Exceeded,2,2024-07-23 16:00:06
APE/USDT,0.809,2024-07-23 15:58:43,0.81,2024-07-23 16:00:06,0.819,2024-07-23 12:00:00,0.0,-1.22,Candles Exceeded,2,2024-07-23 16:00:06
OMNI/USDT,12.61,2024-07-23 16:19:51,12.5,2024-07-23 20:00:08,12.75,2024-07-23 16:00:00,-0.87,-1.96,Candles Exceeded,2,2024-07-23 20:00:08
PORTAL/USDT,0.4056,2024-07-23 16:29:03,0.4,2024-07-23 20:00:08,0.4113,2024-07-23 16:00:00,-1.21,-2.58,Candles Exceeded,2,2024-07-23 20:00:08
NOT/USDT,0.01407,2024-07-23 16:29:22,0.01,2024-07-23 20:00:08,0.01423,2024-07-23 16:00:00,-1.07,-2.18,Candles Exceeded,2,2024-07-23 20:00:08
TNSR/USDT,0.4957,2024-07-23 16:38:40,0.49,2024-07-23 20:00:08,0.5048,2024-07-23 16:00:00,-1.9,-3.66,Candles Exceeded,2,2024-07-23 20:00:08
CAKE/USDT,1.977,2024-07-23 16:52:47,1.98,2024-07-23 20:00:08,1.999,2024-07-23 16:00:00,0.2,-0.9,Candles Exceeded,2,2024-07-23 20:00:08
CELR/USDT,0.01379,2024-07-23 22:00:11,0.01,2024-07-24 00:00:00,0.01398,2024-07-23 20:00:00,0.0,-1.36,Candles Exceeded,2,2024-07-24 00:00:00
QTUM/USDT,2.589,2024-07-23 22:28:02,2.6,2024-07-24 00:00:11,2.617,2024-07-23 20:00:00,0.54,-0.53,Candles Exceeded,2,2024-07-24 00:00:11
AVAX/USDT,29.36,2024-07-24 00:42:56,28.98,2024-07-24 04:00:03,29.82,2024-07-24 00:00:00,-1.29,-2.82,Candles Exceeded,2,2024-07-24 04:00:03
UFT/USDT,0.2578,2024-07-24 00:47:04,0.26,2024-07-24 04:00:03,0.2606,2024-07-24 00:00:00,0.31,-0.77,Candles Exceeded,2,2024-07-24 04:00:03
SNX/USDT,1.75,2024-07-24 00:51:40,1.77,2024-07-24 03:54:55,1.769,2024-07-24 00:00:00,1.14,0.06,Profit Reached,1,2024-07-24 03:54:55
OG/USDT,3.074,2024-07-24 00:52:57,3.11,2024-07-24 03:44:48,3.106,2024-07-24 00:00:00,1.07,0.03,Profit Reached,1,2024-07-24 03:44:48
DEGO/USDT,1.541,2024-07-24 00:53:21,1.56,2024-07-24 04:00:03,1.557,2024-07-24 00:00:00,0.97,-0.06,Candles Exceeded,2,2024-07-24 04:00:03
BICO/USDT,0.3066,2024-07-24 00:55:13,0.31,2024-07-24 02:54:39,0.3106,2024-07-24 00:00:00,1.4,0.1,Profit Reached,1,2024-07-24 02:54:39
MAV/USDT,0.2015,2024-07-24 00:56:50,0.2,2024-07-24 02:34:49,0.2036,2024-07-24 00:00:00,1.09,0.05,Profit Reached,1,2024-07-24 02:34:49
ADX/USDT,0.1654,2024-07-24 01:50:47,0.17,2024-07-24 04:00:03,0.1672,2024-07-24 00:00:00,0.0,-1.08,Candles Exceeded,2,2024-07-24 04:00:03
AVAX/USDT,28.66,2024-07-24 04:46:50,28.99,2024-07-24 07:18:35,28.98,2024-07-24 04:00:00,1.15,0.03,Profit Reached,1,2024-07-24 07:18:35
LIT/USDT,0.71,2024-07-24 04:57:05,0.71,2024-07-24 08:00:05,0.718,2024-07-24 04:00:00,-0.14,-1.25,Candles Exceeded,2,2024-07-24 08:00:05
KSM/USDT,21.0,2024-07-24 05:24:32,21.24,2024-07-24 06:55:09,21.23,2024-07-24 04:00:00,1.14,0.05,Profit Reached,1,2024-07-24 06:55:09
TKO/USDT,0.295,2024-07-24 05:25:50,0.3,2024-07-24 07:15:53,0.2981,2024-07-24 04:00:00,1.15,0.1,Profit Reached,1,2024-07-24 07:15:53
UFT/USDT,0.2562,2024-07-24 05:28:53,0.26,2024-07-24 06:15:28,0.259,2024-07-24 04:00:00,1.13,0.04,Profit Reached,1,2024-07-24 06:15:28
SEI/USDT,0.3727,2024-07-24 12:46:11,0.38,2024-07-24 13:22:27,0.3765,2024-07-24 12:00:00,1.1,0.08,Profit Reached,1,2024-07-24 13:22:27
SEI/USDT,0.3719,2024-07-24 15:28:28,0.37,2024-07-24 16:00:09,0.3765,2024-07-24 12:00:00,-1.48,-2.68,Candles Exceeded,2,2024-07-24 16:00:09
UNI/USDT,7.58,2024-07-24 15:42:50,7.55,2024-07-24 16:00:09,7.669,2024-07-24 12:00:00,-0.44,-1.59,Candles Exceeded,2,2024-07-24 16:00:09
PORTO/USDT,1.465,2024-07-24 18:38:39,1.46,2024-07-24 20:00:10,1.481,2024-07-24 16:00:00,-0.27,-1.35,Candles Exceeded,2,2024-07-24 20:00:10
REN/USDT,0.04888,2024-07-24 18:44:08,0.05,2024-07-24 20:00:10,0.04947,2024-07-24 16:00:00,-0.35,-1.54,Candles Exceeded,2,2024-07-24 20:00:10
LOOM/USDT,0.0623,2024-07-24 18:50:06,0.06,2024-07-24 20:00:10,0.06295,2024-07-24 16:00:00,-0.05,-1.08,Candles Exceeded,2,2024-07-24 20:00:10
VOXEL/USDT,0.1451,2024-07-24 18:58:26,0.14,2024-07-24 20:00:10,0.148,2024-07-24 16:00:00,-0.55,-2.5,Candles Exceeded,2,2024-07-24 20:00:10
LAZIO/USDT,1.419,2024-07-24 19:07:36,1.42,2024-07-24 20:00:10,1.435,2024-07-24 16:00:00,0.07,-1.05,Candles Exceeded,2,2024-07-24 20:00:10
OMNI/USDT,12.29,2024-07-24 19:20:29,12.21,2024-07-24 20:00:10,12.42,2024-07-24 16:00:00,-0.65,-1.69,Candles Exceeded,2,2024-07-24 20:00:10
MASK/USDT,2.299,2024-07-24 21:12:37,2.29,2024-07-25 00:00:10,2.332,2024-07-24 20:00:00,-0.3,-1.72,Candles Exceeded,2,2024-07-25 00:00:10
MINA/USDT,0.5142,2024-07-24 21:12:58,0.51,2024-07-25 00:00:10,0.5195,2024-07-24 20:00:00,-0.7,-1.71,Candles Exceeded,2,2024-07-25 00:00:10
UFT/USDT,0.251,2024-07-24 21:15:29,0.25,2024-07-25 00:00:10,0.2575,2024-07-24 20:00:00,-1.47,-3.96,Candles Exceeded,2,2024-07-25 00:00:10
DENT/USDT,0.000935,2024-07-24 21:19:12,0.0,2024-07-25 00:00:10,0.000946,2024-07-24 20:00:00,-1.39,-2.54,Candles Exceeded,2,2024-07-25 00:00:10
IRIS/USDT,0.01285,2024-07-24 21:30:08,0.01,2024-07-25 00:00:10,0.01302,2024-07-24 20:00:00,-0.78,-2.07,Candles Exceeded,2,2024-07-25 00:00:10
WING/USDT,4.75,2024-07-24 21:30:34,4.7,2024-07-25 00:00:10,4.82,2024-07-24 20:00:00,-1.05,-2.49,Candles Exceeded,2,2024-07-25 00:00:10
BADGER/USDT,3.083,2024-07-24 21:31:33,3.1,2024-07-25 00:00:10,3.155,2024-07-24 20:00:00,0.62,-1.68,Candles Exceeded,2,2024-07-25 00:00:10
TKO/USDT,0.2932,2024-07-24 21:31:47,0.29,2024-07-25 00:00:10,0.2982,2024-07-24 20:00:00,-0.27,-1.95,Candles Exceeded,2,2024-07-25 00:00:10
BURGER/USDT,0.3822,2024-07-24 21:31:56,0.38,2024-07-25 00:00:10,0.3902,2024-07-24 20:00:00,0.1,-1.95,Candles Exceeded,2,2024-07-25 00:00:10
RARE/USDT,0.0837,2024-07-24 21:33:02,0.08,2024-07-25 00:00:10,0.085,2024-07-24 20:00:00,-0.72,-2.24,Candles Exceeded,2,2024-07-25 00:00:10
IMX/USDT,1.493,2024-07-24 21:33:46,1.48,2024-07-25 00:00:10,1.512,2024-07-24 20:00:00,-0.74,-1.98,Candles Exceeded,2,2024-07-25 00:00:10
WOO/USDT,0.1954,2024-07-24 21:33:57,0.2,2024-07-25 00:00:10,0.1978,2024-07-24 20:00:00,0.1,-1.11,Candles Exceeded,2,2024-07-25 00:00:10
OSMO/USDT,0.4842,2024-07-24 21:34:26,0.48,2024-07-25 00:00:10,0.492,2024-07-24 20:00:00,-0.39,-1.97,Candles Exceeded,2,2024-07-25 00:00:10
UNI/USDT,7.391,2024-07-24 23:04:21,7.42,2024-07-25 00:00:10,7.469,2024-07-24 20:00:00,0.41,-0.64,Candles Exceeded,2,2024-07-25 00:00:10
RARE/USDT,0.0813,2024-07-25 01:17:33,0.08,2024-07-25 04:00:01,0.0832,2024-07-25 00:00:00,-1.72,-3.97,Candles Exceeded,2,2024-07-25 04:00:01
UNI/USDT,7.105,2024-07-25 04:08:57,7.19,2024-07-25 04:51:41,7.186,2024-07-25 04:00:00,1.2,0.06,Profit Reached,1,2024-07-25 04:51:41
W/USDT,0.2788,2024-07-25 12:43:01,0.28,2024-07-25 14:36:50,0.2823,2024-07-25 12:00:00,1.36,0.11,Profit Reached,1,2024-07-25 14:36:50
OMNI/USDT,10.77,2024-07-25 12:43:06,10.91,2024-07-25 13:22:14,10.89,2024-07-25 12:00:00,1.3,0.18,Profit Reached,1,2024-07-25 13:22:14
AR/USDT,28.98,2024-07-25 12:48:21,29.4,2024-07-25 14:36:50,29.33,2024-07-25 12:00:00,1.45,0.24,Profit Reached,1,2024-07-25 14:36:50
HOOK/USDT,0.4914,2024-07-25 13:00:22,0.5,2024-07-25 13:30:59,0.4971,2024-07-25 12:00:00,1.18,0.02,Profit Reached,1,2024-07-25 13:30:59
GLM/USDT,0.3183,2024-07-25 13:10:11,0.32,2024-07-25 14:37:01,0.3227,2024-07-25 12:00:00,1.45,0.06,Profit Reached,1,2024-07-25 14:37:01
RAY/USDT,2.149,2024-07-25 13:17:18,2.18,2024-07-25 13:42:36,2.177,2024-07-25 12:00:00,1.49,0.18,Profit Reached,1,2024-07-25 13:42:36
ETHFI/USDT,2.025,2024-07-25 14:08:06,2.05,2024-07-25 14:25:14,2.047,2024-07-25 12:00:00,1.14,0.05,Profit Reached,1,2024-07-25 14:25:14
RAY/USDT,2.148,2024-07-25 14:13:52,2.18,2024-07-25 14:29:13,2.177,2024-07-25 12:00:00,1.4,0.05,Profit Reached,1,2024-07-25 14:29:13
REZ/USDT,0.0613,2024-07-25 17:28:08,0.06,2024-07-25 20:00:04,0.062,2024-07-25 16:00:00,-2.94,-4.03,Candles Exceeded,2,2024-07-25 20:00:04
THETA/USDT,1.378,2024-07-25 18:08:00,1.36,2024-07-25 20:00:04,1.394,2024-07-25 16:00:00,-1.16,-2.3,Candles Exceeded,2,2024-07-25 20:00:04
CELO/USDT,0.5359,2024-07-25 18:10:41,0.53,2024-07-25 20:00:04,0.5416,2024-07-25 16:00:00,-1.87,-2.9,Candles Exceeded,2,2024-07-25 20:00:04
BAKE/USDT,0.2464,2024-07-25 18:11:15,0.24,2024-07-25 20:00:04,0.2493,2024-07-25 16:00:00,-2.6,-3.73,Candles Exceeded,2,2024-07-25 20:00:04
BLUR/USDT,0.1762,2024-07-25 18:24:28,0.17,2024-07-25 20:00:04,0.1784,2024-07-25 16:00:00,-0.91,-2.13,Candles Exceeded,2,2024-07-25 20:00:04
TNSR/USDT,0.4582,2024-07-25 18:25:06,0.45,2024-07-25 20:00:04,0.4638,2024-07-25 16:00:00,-1.72,-2.91,Candles Exceeded,2,2024-07-25 20:00:04
HOT/USDT,0.001607,2024-07-25 18:26:47,0.0,2024-07-25 20:00:04,0.001624,2024-07-25 16:00:00,-0.5,-1.54,Candles Exceeded,2,2024-07-25 20:00:04
