coin,buy_price,buy_date,sell_price,sell_date,last_close_price,opening_candle_date,profit_percentage,percentage_change,close_reason,candles_passed,last_monitor_date
ALICE/USDT,1.177,2024-07-24 16:00:39,1.09,2024-07-25 16:00:29,1.178,2024-07-24 16:00:00,-7.56,-7.64,Candles Exceeded,7,2024-07-25 16:00:29
AXL/USDT,0.6697,2024-07-24 16:04:47,0.64,2024-07-25 16:00:29,0.6701,2024-07-24 16:00:00,-3.85,-3.91,Candles Exceeded,7,2024-07-25 16:00:29
ORN/USDT,1.447,2024-07-24 16:08:45,1.34,2024-07-25 16:00:29,1.452,2024-07-24 16:00:00,-7.67,-7.99,Candles Exceeded,7,2024-07-25 16:00:29
AUDIO/USDT,0.1438,2024-07-24 16:08:54,0.14,2024-07-25 16:00:29,0.144,2024-07-24 16:00:00,-5.29,-5.42,Candles Exceeded,7,2024-07-25 16:00:29
LIT/USDT,0.716,2024-07-24 16:09:23,0.7,2024-07-25 16:00:29,0.719,2024-07-24 16:00:00,-2.79,-3.2,Candles Exceeded,7,2024-07-25 16:00:29
GTC/USDT,0.901,2024-07-24 16:10:01,0.93,2024-07-24 17:35:57,0.908,2024-07-24 16:00:00,3.11,2.31,Profit Reached,1,2024-07-24 17:35:57
RPL/USDT,16.65,2024-07-24 16:12:18,15.7,2024-07-25 15:59:58,16.72,2024-07-24 16:00:00,-5.71,-6.1,Candles Exceeded,7,2024-07-25 15:59:58
DYM/USDT,1.636,2024-07-24 16:13:36,1.7,2024-07-24 16:49:01,1.667,2024-07-24 16:00:00,4.16,2.22,Profit Reached,1,2024-07-24 16:49:01
TNSR/USDT,0.4949,2024-07-24 16:13:51,0.51,2024-07-24 17:22:50,0.4955,2024-07-24 16:00:00,2.14,2.02,Profit Reached,1,2024-07-24 17:22:50
DYM/USDT,1.666,2024-07-24 18:24:51,1.58,2024-07-25 15:59:58,1.667,2024-07-24 16:00:00,-4.92,-4.98,Candles Exceeded,7,2024-07-25 15:59:58
TNSR/USDT,0.4954,2024-07-24 18:51:35,0.46,2024-07-25 16:00:29,0.4955,2024-07-24 16:00:00,-6.4,-6.42,Candles Exceeded,7,2024-07-25 16:00:29
NTRN/USDT,0.4605,2024-07-24 20:10:45,0.44,2024-07-25 20:00:09,0.4614,2024-07-24 20:00:00,-4.52,-4.7,Candles Exceeded,7,2024-07-25 20:00:09
OMNI/USDT,12.15,2024-07-24 20:29:38,10.78,2024-07-25 20:00:09,12.22,2024-07-24 20:00:00,-11.28,-11.78,Candles Exceeded,7,2024-07-25 20:00:09
NMR/USDT,13.73,2024-07-24 21:09:19,12.93,2024-07-25 20:00:09,13.82,2024-07-24 20:00:00,-5.83,-6.44,Candles Exceeded,7,2024-07-25 20:00:09
DIA/USDT,0.3683,2024-07-24 21:09:30,0.36,2024-07-25 20:00:09,0.3686,2024-07-24 20:00:00,-2.91,-2.98,Candles Exceeded,7,2024-07-25 20:00:09
STRK/USDT,0.536,2024-07-25 00:02:45,0.51,2024-07-26 00:00:19,0.537,2024-07-25 00:00:00,-4.48,-4.66,Candles Exceeded,7,2024-07-26 00:00:19
CTSI/USDT,0.1499,2024-07-25 00:05:53,0.15,2024-07-26 00:00:19,0.1502,2024-07-25 00:00:00,-2.27,-2.46,Candles Exceeded,7,2024-07-26 00:00:19
LTO/USDT,0.1153,2024-07-25 00:14:38,0.12,2024-07-26 00:00:19,0.1154,2024-07-25 00:00:00,1.39,1.3,Candles Exceeded,7,2024-07-26 00:00:19
LDO/USDT,1.622,2024-07-25 00:18:55,1.52,2024-07-26 00:00:19,1.627,2024-07-25 00:00:00,-6.29,-6.58,Candles Exceeded,7,2024-07-26 00:00:19
BNX/USDT,1.4004,2024-07-25 00:35:34,1.25,2024-07-26 00:00:19,1.4023,2024-07-25 00:00:00,-10.5,-10.63,Candles Exceeded,7,2024-07-26 00:00:19
CREAM/USDT,35.15,2024-07-25 00:37:38,36.09,2024-07-25 17:15:50,35.34,2024-07-25 00:00:00,2.67,2.12,Profit Reached,5,2024-07-25 17:15:50
SANTOS/USDT,2.713,2024-07-25 01:11:03,2.83,2024-07-25 12:47:21,2.77,2024-07-25 00:00:00,4.5,2.35,Profit Reached,4,2024-07-25 12:47:21
BTTC/USDT,8.4e-07,2024-07-25 01:20:21,0.0,2024-07-26 00:00:19,8.5e-07,2024-07-25 00:00:00,0.0,-1.18,Candles Exceeded,7,2024-07-26 00:00:19
OSMO/USDT,0.4664,2024-07-25 04:01:28,0.48,2024-07-26 02:27:30,0.4666,2024-07-25 04:00:00,2.27,2.23,Profit Reached,6,2024-07-26 02:27:30
ARKM/USDT,1.365,2024-07-25 04:02:14,1.4,2024-07-26 02:50:56,1.37,2024-07-25 04:00:00,2.42,2.04,Profit Reached,6,2024-07-26 02:50:56
CYBER/USDT,3.96,2024-07-25 04:02:21,4.04,2024-07-25 05:00:50,3.963,2024-07-25 04:00:00,2.15,2.07,Profit Reached,1,2024-07-25 05:00:50
ORDI/USDT,34.3,2024-07-25 04:02:29,35.05,2024-07-25 09:14:35,34.31,2024-07-25 04:00:00,2.19,2.16,Profit Reached,2,2024-07-25 09:14:35
BEAMX/USDT,0.01643,2024-07-25 04:02:30,0.02,2024-07-25 05:06:54,0.01644,2024-07-25 04:00:00,2.07,2.01,Profit Reached,1,2024-07-25 05:06:54
BOME/USDT,0.007961,2024-07-25 04:03:03,0.01,2024-07-26 01:10:24,0.007968,2024-07-25 04:00:00,2.2,2.11,Profit Reached,6,2024-07-26 01:10:24
IO/USDT,2.561,2024-07-25 04:03:15,2.62,2024-07-25 04:51:34,2.57,2024-07-25 04:00:00,2.42,2.06,Profit Reached,1,2024-07-25 04:51:34
ZK/USDT,0.1578,2024-07-25 04:03:17,0.16,2024-07-26 03:09:09,0.158,2024-07-25 04:00:00,2.15,2.03,Profit Reached,6,2024-07-26 03:09:09
KEY/USDT,0.004905,2024-07-25 04:05:22,0.01,2024-07-25 09:00:03,0.004906,2024-07-25 04:00:00,2.1,2.08,Profit Reached,2,2024-07-25 09:00:03
NKN/USDT,0.0726,2024-07-25 04:05:37,0.07,2024-07-25 06:42:34,0.0728,2024-07-25 04:00:00,2.34,2.06,Profit Reached,1,2024-07-25 06:42:34
COTI/USDT,0.10989,2024-07-25 04:06:00,0.11,2024-07-25 04:49:21,0.10999,2024-07-25 04:00:00,2.11,2.02,Profit Reached,1,2024-07-25 04:49:21
CHR/USDT,0.2218,2024-07-25 04:06:07,0.22,2024-07-26 04:00:01,0.2224,2024-07-25 04:00:00,0.9,0.63,Candles Exceeded,7,2024-07-26 04:00:01
LRC/USDT,0.1493,2024-07-25 04:06:13,0.15,2024-07-26 04:00:01,0.1496,2024-07-25 04:00:00,0.27,0.07,Candles Exceeded,7,2024-07-26 04:00:01
KMD/USDT,0.2634,2024-07-25 04:06:33,0.27,2024-07-25 14:50:00,0.2638,2024-07-25 04:00:00,2.2,2.05,Profit Reached,3,2024-07-25 14:50:00
XVS/USDT,6.62,2024-07-25 04:07:04,6.78,2024-07-25 07:38:28,6.64,2024-07-25 04:00:00,2.42,2.11,Profit Reached,1,2024-07-25 07:38:28
HARD/USDT,0.0832,2024-07-25 04:07:16,0.09,2024-07-25 06:45:10,0.0835,2024-07-25 04:00:00,2.4,2.04,Profit Reached,1,2024-07-25 06:45:10
ASR/USDT,2.186,2024-07-25 04:07:34,2.23,2024-07-25 12:50:51,2.19,2024-07-25 04:00:00,2.24,2.05,Profit Reached,3,2024-07-25 12:50:51
MASK/USDT,2.212,2024-07-25 04:08:15,2.27,2024-07-25 22:27:19,2.22,2024-07-25 04:00:00,2.4,2.03,Profit Reached,5,2024-07-25 22:27:19
GTC/USDT,0.913,2024-07-25 04:08:21,0.94,2024-07-25 16:28:08,0.921,2024-07-25 04:00:00,3.07,2.17,Profit Reached,4,2024-07-25 16:28:08
MINA/USDT,0.4915,2024-07-25 04:08:36,0.5,2024-07-26 02:28:41,0.4939,2024-07-25 04:00:00,2.52,2.02,Profit Reached,6,2024-07-26 02:28:41
GNO/USDT,218.4,2024-07-25 04:08:50,222.4,2024-07-26 04:00:01,219.6,2024-07-25 04:00:00,1.83,1.28,Candles Exceeded,7,2024-07-26 04:00:01
FIDA/USDT,0.2448,2024-07-25 04:09:07,0.25,2024-07-25 21:22:48,0.2468,2024-07-25 04:00:00,2.9,2.07,Profit Reached,5,2024-07-25 21:22:48
FRONT/USDT,0.817,2024-07-25 04:09:08,0.84,2024-07-26 02:50:56,0.821,2024-07-25 04:00:00,2.57,2.07,Profit Reached,6,2024-07-26 02:50:56
RARE/USDT,0.0794,2024-07-25 04:09:15,0.08,2024-07-25 06:47:15,0.0799,2024-07-25 04:00:00,2.64,2.0,Profit Reached,1,2024-07-25 06:47:15
BICO/USDT,0.29,2024-07-25 04:09:41,0.3,2024-07-26 03:09:41,0.292,2024-07-25 04:00:00,3.07,2.36,Profit Reached,6,2024-07-26 03:09:41
PHB/USDT,1.55,2024-07-25 04:10:32,1.59,2024-07-25 07:18:41,1.554,2024-07-25 04:00:00,2.32,2.06,Profit Reached,1,2024-07-25 07:18:41
COMBO/USDT,0.4736,2024-07-25 04:11:11,0.48,2024-07-25 22:34:33,0.4745,2024-07-25 04:00:00,2.3,2.11,Profit Reached,5,2024-07-25 22:34:33
COTI/USDT,0.10977,2024-07-25 06:05:33,0.11,2024-07-25 14:52:21,0.10999,2024-07-25 04:00:00,2.23,2.03,Profit Reached,3,2024-07-25 14:52:21
PROM/USDT,6.56,2024-07-25 08:00:17,6.72,2024-07-25 17:02:10,6.565,2024-07-25 08:00:00,2.5,2.42,Profit Reached,3,2024-07-25 17:02:10
MAV/USDT,0.1948,2024-07-25 08:00:37,0.2,2024-07-25 14:45:38,0.1951,2024-07-25 08:00:00,2.21,2.05,Profit Reached,2,2024-07-25 14:45:38
NOT/USDT,0.01332,2024-07-25 08:01:36,0.01,2024-07-25 09:15:51,0.01333,2024-07-25 08:00:00,2.18,2.1,Profit Reached,1,2024-07-25 09:15:51
RLC/USDT,1.704,2024-07-25 08:04:01,1.74,2024-07-25 14:57:56,1.705,2024-07-25 08:00:00,2.11,2.05,Profit Reached,2,2024-07-25 14:57:56
ACM/USDT,1.542,2024-07-25 08:05:57,1.58,2024-07-25 13:00:21,1.544,2024-07-25 08:00:00,2.2,2.07,Profit Reached,2,2024-07-25 13:00:21
BURGER/USDT,0.3791,2024-07-25 08:06:17,0.39,2024-07-26 03:03:43,0.3806,2024-07-25 08:00:00,2.43,2.02,Profit Reached,5,2024-07-26 03:03:43
CITY/USDT,2.103,2024-07-25 08:07:24,2.17,2024-07-25 12:43:50,2.114,2024-07-25 08:00:00,3.0,2.46,Profit Reached,2,2024-07-25 12:43:50
JOE/USDT,0.357,2024-07-25 08:07:49,0.36,2024-07-26 01:09:54,0.3574,2024-07-25 08:00:00,2.16,2.04,Profit Reached,5,2024-07-26 01:09:54
PHB/USDT,1.577,2024-07-25 08:08:31,1.61,2024-07-25 14:31:13,1.579,2024-07-25 08:00:00,2.28,2.15,Profit Reached,2,2024-07-25 14:31:13
DUSK/USDT,0.2279,2024-07-25 08:20:21,0.23,2024-07-26 03:06:07,0.228,2024-07-25 08:00:00,2.06,2.02,Profit Reached,5,2024-07-26 03:06:07
HOOK/USDT,0.5045,2024-07-25 08:25:10,0.52,2024-07-26 00:14:45,0.5063,2024-07-25 08:00:00,2.95,2.59,Profit Reached,5,2024-07-26 00:14:45
ROSE/USDT,0.08573,2024-07-25 09:20:07,0.09,2024-07-26 06:15:36,0.08592,2024-07-25 08:00:00,2.23,2.0,Profit Reached,6,2024-07-26 06:15:36
RARE/USDT,0.0809,2024-07-25 09:46:43,0.08,2024-07-25 20:17:55,0.081,2024-07-25 08:00:00,2.72,2.59,Profit Reached,4,2024-07-25 20:17:55
BONK/USDT,2.664e-05,2024-07-25 10:47:00,0.0,2024-07-25 14:38:14,2.665e-05,2024-07-25 08:00:00,2.06,2.03,Profit Reached,2,2024-07-25 14:38:14
LQTY/USDT,0.755,2024-07-25 12:00:40,0.77,2024-07-26 01:10:51,0.756,2024-07-25 12:00:00,2.25,2.12,Profit Reached,4,2024-07-26 01:10:51
LOOM/USDT,0.05888,2024-07-25 12:00:53,0.06,2024-07-26 00:40:49,0.05917,2024-07-25 12:00:00,2.58,2.08,Profit Reached,4,2024-07-26 00:40:49
PEPE/USDT,1.167e-05,2024-07-25 12:01:02,0.0,2024-07-26 02:30:51,1.17e-05,2024-07-25 12:00:00,2.31,2.05,Profit Reached,4,2024-07-26 02:30:51
NFP/USDT,0.2657,2024-07-25 12:01:35,0.27,2024-07-25 21:07:27,0.2658,2024-07-25 12:00:00,2.11,2.07,Profit Reached,3,2024-07-25 21:07:27
PORTAL/USDT,0.3622,2024-07-25 12:01:47,0.37,2024-07-25 14:39:14,0.3625,2024-07-25 12:00:00,2.15,2.07,Profit Reached,1,2024-07-25 14:39:14
HOT/USDT,0.001618,2024-07-25 12:03:37,0.0,2024-07-25 22:35:01,0.00162,2024-07-25 12:00:00,2.16,2.04,Profit Reached,3,2024-07-25 22:35:01
FET/USDT,1.198,2024-07-25 12:03:41,1.22,2024-07-26 02:55:17,1.199,2024-07-25 12:00:00,2.17,2.09,Profit Reached,4,2024-07-26 02:55:17
BNT/USDT,0.5773,2024-07-25 12:04:41,0.59,2024-07-26 03:16:22,0.5776,2024-07-25 12:00:00,2.08,2.03,Profit Reached,4,2024-07-26 03:16:22
UNFI/USDT,3.721,2024-07-25 12:06:00,3.8,2024-07-26 03:07:16,3.724,2024-07-25 12:00:00,2.1,2.01,Profit Reached,4,2024-07-26 03:07:16
LPT/USDT,14.347,2024-07-25 12:06:51,14.68,2024-07-26 02:27:55,14.358,2024-07-25 12:00:00,2.32,2.24,Profit Reached,4,2024-07-26 02:27:55
YGG/USDT,0.4495,2024-07-25 12:07:32,0.46,2024-07-26 03:06:59,0.4499,2024-07-25 12:00:00,2.09,2.0,Profit Reached,4,2024-07-26 03:06:59
AI/USDT,0.517,2024-07-25 12:09:52,0.53,2024-07-25 15:17:20,0.518,2024-07-25 12:00:00,2.32,2.12,Profit Reached,1,2024-07-25 15:17:20
FXS/USDT,2.162,2024-07-25 12:16:13,2.21,2024-07-26 03:03:43,2.166,2024-07-25 12:00:00,2.22,2.03,Profit Reached,4,2024-07-26 03:03:43
SAGA/USDT,1.2863,2024-07-25 12:18:19,1.28,2024-07-26 12:00:12,1.2882,2024-07-25 12:00:00,-0.27,-0.42,Candles Exceeded,7,2024-07-26 12:00:12
CTK/USDT,0.6875,2024-07-25 12:22:09,0.7,2024-07-26 02:07:17,0.6877,2024-07-25 12:00:00,2.12,2.09,Profit Reached,4,2024-07-26 02:07:17
PERP/USDT,0.6148,2024-07-25 12:22:48,0.63,2024-07-26 02:27:30,0.615,2024-07-25 12:00:00,2.07,2.03,Profit Reached,4,2024-07-26 02:27:30
TIA/USDT,5.652,2024-07-25 12:25:52,5.8,2024-07-25 14:44:40,5.68,2024-07-25 12:00:00,2.64,2.13,Profit Reached,1,2024-07-25 14:44:40
ORDI/USDT,34.72,2024-07-25 12:25:56,35.54,2024-07-25 14:44:40,34.76,2024-07-25 12:00:00,2.36,2.24,Profit Reached,1,2024-07-25 14:44:40
WAN/USDT,0.1732,2024-07-25 12:28:34,0.18,2024-07-25 21:23:50,0.1734,2024-07-25 12:00:00,2.25,2.13,Profit Reached,3,2024-07-25 21:23:50
LUNA/USDT,0.3904,2024-07-25 12:29:42,0.4,2024-07-26 02:09:31,0.3913,2024-07-25 12:00:00,2.25,2.02,Profit Reached,4,2024-07-26 02:09:31
WING/USDT,4.58,2024-07-25 12:29:58,4.71,2024-07-25 21:53:46,4.61,2024-07-25 12:00:00,2.84,2.17,Profit Reached,3,2024-07-25 21:53:46
HIGH/USDT,1.591,2024-07-25 12:32:25,1.63,2024-07-26 02:09:31,1.596,2024-07-25 12:00:00,2.33,2.01,Profit Reached,4,2024-07-26 02:09:31
GMT/USDT,0.1422,2024-07-25 12:40:39,0.15,2024-07-26 03:07:48,0.1425,2024-07-25 12:00:00,2.25,2.04,Profit Reached,4,2024-07-26 03:07:48
PIXEL/USDT,0.1858,2024-07-25 12:42:09,0.19,2024-07-25 15:12:48,0.1861,2024-07-25 12:00:00,2.21,2.04,Profit Reached,1,2024-07-25 15:12:48
XVS/USDT,6.75,2024-07-25 12:45:56,6.91,2024-07-25 22:35:01,6.77,2024-07-25 12:00:00,2.37,2.07,Profit Reached,3,2024-07-25 22:35:01
ALT/USDT,0.1307,2024-07-25 12:57:50,0.13,2024-07-26 03:04:21,0.1318,2024-07-25 12:00:00,2.98,2.12,Profit Reached,4,2024-07-26 03:04:21
XRP/USDT,0.608,2024-07-25 13:46:46,0.62,2024-07-25 17:09:51,0.6108,2024-07-25 12:00:00,2.6,2.13,Profit Reached,2,2024-07-25 17:09:51
LUNC/USDT,8.15e-05,2024-07-25 16:00:08,0.0,2024-07-26 02:29:03,8.152e-05,2024-07-25 16:00:00,2.04,2.01,Profit Reached,3,2024-07-26 02:29:03
PHB/USDT,1.602,2024-07-25 16:00:15,1.64,2024-07-26 03:06:59,1.603,2024-07-25 16:00:00,2.12,2.06,Profit Reached,3,2024-07-26 03:06:59
USTC/USDT,0.0189,2024-07-25 16:00:28,0.02,2024-07-26 06:06:06,0.01892,2024-07-25 16:00:00,2.12,2.01,Profit Reached,4,2024-07-26 06:06:06
CYBER/USDT,4.032,2024-07-25 16:00:57,4.12,2024-07-26 01:03:36,4.033,2024-07-25 16:00:00,2.16,2.13,Profit Reached,3,2024-07-26 01:03:36
XAI/USDT,0.3234,2024-07-25 16:01:22,0.33,2024-07-26 02:55:17,0.3236,2024-07-25 16:00:00,2.07,2.01,Profit Reached,3,2024-07-26 02:55:17
PIXEL/USDT,0.1867,2024-07-25 16:01:30,0.19,2024-07-26 02:55:36,0.1871,2024-07-25 16:00:00,2.25,2.03,Profit Reached,3,2024-07-26 02:55:36
PORTAL/USDT,0.3695,2024-07-25 16:01:31,0.38,2024-07-26 15:22:42,0.3701,2024-07-25 16:00:00,2.3,2.13,Profit Reached,6,2024-07-26 15:22:42
AXL/USDT,0.643,2024-07-25 16:01:34,0.66,2024-07-25 23:20:00,0.6438,2024-07-25 16:00:00,2.16,2.03,Profit Reached,2,2024-07-25 23:20:00
THETA/USDT,1.393,2024-07-25 16:03:31,1.42,2024-07-26 01:04:06,1.394,2024-07-25 16:00:00,2.08,2.01,Profit Reached,3,2024-07-26 01:04:06
FTM/USDT,0.4339,2024-07-25 16:03:39,0.44,2024-07-26 02:28:18,0.4342,2024-07-25 16:00:00,2.19,2.12,Profit Reached,3,2024-07-26 02:28:18
DENT/USDT,0.000918,2024-07-25 16:03:48,0.0,2024-07-26 04:32:02,0.000919,2024-07-25 16:00:00,2.18,2.07,Profit Reached,4,2024-07-26 04:32:02
RSR/USDT,0.004949,2024-07-25 16:05:03,0.01,2024-07-26 01:09:54,0.00495,2024-07-25 16:00:00,2.06,2.04,Profit Reached,3,2024-07-26 01:09:54
BEL/USDT,0.509,2024-07-25 16:05:16,0.52,2024-07-25 23:34:04,0.5101,2024-07-25 16:00:00,2.24,2.02,Profit Reached,2,2024-07-25 23:34:04
AVAX/USDT,27.01,2024-07-25 16:05:21,27.6,2024-07-25 22:46:49,27.04,2024-07-25 16:00:00,2.18,2.07,Profit Reached,2,2024-07-25 22:46:49
AGLD/USDT,0.897,2024-07-25 16:07:17,0.92,2024-07-26 00:05:32,0.9,2024-07-25 16:00:00,2.56,2.22,Profit Reached,3,2024-07-26 00:05:32
CITY/USDT,2.187,2024-07-25 16:07:29,2.16,2024-07-26 16:00:08,2.217,2024-07-25 16:00:00,-1.28,-2.62,Candles Exceeded,7,2024-07-26 16:00:08
GMX/USDT,27.79,2024-07-25 16:08:25,28.49,2024-07-25 21:01:55,27.93,2024-07-25 16:00:00,2.52,2.01,Profit Reached,2,2024-07-25 21:01:55
AI/USDT,0.518,2024-07-25 16:09:31,0.53,2024-07-26 02:28:18,0.523,2024-07-25 16:00:00,3.09,2.1,Profit Reached,3,2024-07-26 02:28:18
W/USDT,0.2779,2024-07-25 16:09:47,0.29,2024-07-26 02:47:29,0.28,2024-07-25 16:00:00,2.84,2.07,Profit Reached,3,2024-07-26 02:47:29
NOT/USDT,0.0135,2024-07-25 16:09:55,0.01,2024-07-26 01:10:51,0.01361,2024-07-25 16:00:00,2.89,2.06,Profit Reached,3,2024-07-26 01:10:51
RLC/USDT,1.717,2024-07-25 16:12:09,1.76,2024-07-26 02:54:55,1.724,2024-07-25 16:00:00,2.45,2.03,Profit Reached,3,2024-07-26 02:54:55
ASR/USDT,2.222,2024-07-25 16:13:46,2.28,2024-07-25 20:32:13,2.231,2024-07-25 16:00:00,2.66,2.24,Profit Reached,2,2024-07-25 20:32:13
XRP/USDT,0.6158,2024-07-25 17:45:13,0.59,2024-07-26 16:00:08,0.6176,2024-07-25 16:00:00,-3.85,-4.13,Candles Exceeded,7,2024-07-26 16:00:08
PROM/USDT,6.577,2024-07-25 18:30:07,6.74,2024-07-25 22:34:33,6.609,2024-07-25 16:00:00,2.51,2.01,Profit Reached,2,2024-07-25 22:34:33
STRAX/USDT,0.0492,2024-07-25 18:34:55,0.05,2024-07-26 01:07:31,0.0493,2024-07-25 16:00:00,2.24,2.03,Profit Reached,3,2024-07-26 01:07:31
NEAR/USDT,5.195,2024-07-25 20:00:54,5.31,2024-07-25 21:03:12,5.204,2024-07-25 20:00:00,2.23,2.06,Profit Reached,1,2024-07-25 21:03:12
SKL/USDT,0.0438,2024-07-25 20:01:04,0.04,2024-07-25 21:07:27,0.0439,2024-07-25 20:00:00,2.24,2.0,Profit Reached,1,2024-07-25 21:07:27
TRU/USDT,0.1168,2024-07-25 20:01:17,0.12,2024-07-25 21:01:55,0.1169,2024-07-25 20:00:00,2.31,2.22,Profit Reached,1,2024-07-25 21:01:55
CFX/USDT,0.1413,2024-07-25 20:01:40,0.14,2024-07-25 21:18:01,0.1414,2024-07-25 20:00:00,2.19,2.12,Profit Reached,1,2024-07-25 21:18:01
AR/USDT,29.05,2024-07-25 20:01:53,29.75,2024-07-25 21:01:55,29.12,2024-07-25 20:00:00,2.41,2.16,Profit Reached,1,2024-07-25 21:01:55
MBOX/USDT,0.2119,2024-07-25 20:02:18,0.22,2024-07-26 05:01:35,0.2132,2024-07-25 20:00:00,2.69,2.06,Profit Reached,3,2024-07-26 05:01:35
DYDX/USDT,1.196,2024-07-25 20:02:28,1.23,2024-07-25 21:24:50,1.199,2024-07-25 20:00:00,2.42,2.17,Profit Reached,1,2024-07-25 21:24:50
IDEX/USDT,0.03799,2024-07-25 20:02:29,0.04,2024-07-25 21:16:52,0.03809,2024-07-25 20:00:00,2.34,2.07,Profit Reached,1,2024-07-25 21:16:52
GALA/USDT,0.02175,2024-07-25 20:02:33,0.02,2024-07-25 21:16:52,0.02184,2024-07-25 20:00:00,2.48,2.06,Profit Reached,1,2024-07-25 21:16:52
SYS/USDT,0.0986,2024-07-25 20:02:36,0.1,2024-07-25 21:18:01,0.0988,2024-07-25 20:00:00,2.23,2.02,Profit Reached,1,2024-07-25 21:18:01
LAZIO/USDT,1.377,2024-07-25 20:02:42,1.41,2024-07-25 22:35:31,1.383,2024-07-25 20:00:00,2.47,2.02,Profit Reached,1,2024-07-25 22:35:31
GLMR/USDT,0.1923,2024-07-25 20:03:17,0.2,2024-07-25 22:08:27,0.1929,2024-07-25 20:00:00,2.34,2.02,Profit Reached,1,2024-07-25 22:08:27
APE/USDT,0.726,2024-07-25 20:03:32,0.74,2024-07-25 21:23:50,0.729,2024-07-25 20:00:00,2.48,2.06,Profit Reached,1,2024-07-25 21:23:50
OP/USDT,1.646,2024-07-25 20:03:41,1.69,2024-07-25 21:15:10,1.651,2024-07-25 20:00:00,2.37,2.06,Profit Reached,1,2024-07-25 21:15:10
MAGIC/USDT,0.4515,2024-07-25 20:03:50,0.46,2024-07-25 21:17:26,0.454,2024-07-25 20:00:00,2.59,2.03,Profit Reached,1,2024-07-25 21:17:26
RDNT/USDT,0.0881,2024-07-25 20:04:11,0.09,2024-07-25 21:14:02,0.0889,2024-07-25 20:00:00,2.95,2.02,Profit Reached,1,2024-07-25 21:14:02
EDU/USDT,0.5881,2024-07-25 20:04:14,0.61,2024-07-25 21:49:17,0.5932,2024-07-25 20:00:00,2.89,2.01,Profit Reached,1,2024-07-25 21:49:17
SUI/USDT,0.7173,2024-07-25 20:04:15,0.74,2024-07-25 21:16:52,0.7218,2024-07-25 20:00:00,2.72,2.08,Profit Reached,1,2024-07-25 21:16:52
FLOKI/USDT,0.00016732,2024-07-25 20:04:18,0.0,2024-07-25 21:15:44,0.00016853,2024-07-25 20:00:00,2.89,2.15,Profit Reached,1,2024-07-25 21:15:44
MAV/USDT,0.1954,2024-07-25 20:04:22,0.2,2024-07-25 21:17:26,0.1965,2024-07-25 20:00:00,2.71,2.14,Profit Reached,1,2024-07-25 21:17:26
WLD/USDT,2.031,2024-07-25 20:04:26,2.09,2024-07-25 21:11:41,2.047,2024-07-25 20:00:00,2.81,2.0,Profit Reached,1,2024-07-25 21:11:41
MEME/USDT,0.01425,2024-07-25 20:04:38,0.01,2024-07-25 21:17:26,0.01436,2024-07-25 20:00:00,2.81,2.02,Profit Reached,1,2024-07-25 21:17:26
ORDI/USDT,33.92,2024-07-25 20:04:39,34.85,2024-07-25 21:02:34,34.16,2024-07-25 20:00:00,2.74,2.02,Profit Reached,1,2024-07-25 21:02:34
BEAMX/USDT,0.01652,2024-07-25 20:04:41,0.02,2024-07-25 21:22:17,0.01666,2024-07-25 20:00:00,2.91,2.04,Profit Reached,1,2024-07-25 21:22:17
BLUR/USDT,0.1729,2024-07-25 20:04:45,0.18,2024-07-25 21:24:21,0.1744,2024-07-25 20:00:00,2.95,2.06,Profit Reached,1,2024-07-25 21:24:21
JTO/USDT,2.661,2024-07-25 20:04:49,2.75,2024-07-26 01:05:05,2.69,2024-07-25 20:00:00,3.19,2.08,Profit Reached,2,2024-07-26 01:05:05
DYM/USDT,1.526,2024-07-25 20:04:59,1.57,2024-07-25 21:02:34,1.539,2024-07-25 20:00:00,2.88,2.01,Profit Reached,1,2024-07-25 21:02:34
ETHFI/USDT,1.977,2024-07-25 20:05:06,2.03,2024-07-25 21:14:02,1.991,2024-07-25 20:00:00,2.73,2.01,Profit Reached,1,2024-07-25 21:14:02
TNSR/USDT,0.4466,2024-07-25 20:05:09,0.46,2024-07-25 21:11:41,0.4496,2024-07-25 20:00:00,2.69,2.0,Profit Reached,1,2024-07-25 21:11:41
OMNI/USDT,10.7,2024-07-25 20:05:12,10.99,2024-07-25 21:03:48,10.77,2024-07-25 20:00:00,2.71,2.04,Profit Reached,1,2024-07-25 21:03:48
REZ/USDT,0.0584,2024-07-25 20:05:13,0.06,2024-07-25 21:24:50,0.0595,2024-07-25 20:00:00,4.28,2.35,Profit Reached,1,2024-07-25 21:24:50
IO/USDT,2.577,2024-07-25 20:05:16,2.65,2024-07-25 21:02:34,2.595,2024-07-25 20:00:00,2.83,2.12,Profit Reached,1,2024-07-25 21:02:34
LISTA/USDT,0.4961,2024-07-25 20:05:17,0.51,2024-07-25 21:16:52,0.5,2024-07-25 20:00:00,2.82,2.02,Profit Reached,1,2024-07-25 21:16:52
ZRX/USDT,0.3336,2024-07-25 20:06:48,0.34,2024-07-25 21:02:34,0.3364,2024-07-25 20:00:00,2.91,2.05,Profit Reached,1,2024-07-25 21:02:34
ZEC/USDT,28.82,2024-07-25 20:06:51,29.84,2024-07-25 22:32:08,29.13,2024-07-25 20:00:00,3.54,2.44,Profit Reached,1,2024-07-25 22:32:08
