coin,buy_price,buy_date,sell_price,sell_date,previous_close_price,opening_candle_date,profit_percentage,percentage_change,close_reason,candles_passed,last_monitor_date
FOR/USDT,0.01398,2024-07-19 11:27:10,0.01,2024-07-19 13:59:08,0.01413,2024-07-19 00:00:00,1.14,0.07,Profit Reached,1,2024-07-19 13:59:08
ADX/USDT,0.1773,2024-07-19 11:45:29,0.18,2024-07-19 13:49:51,0.1791,2024-07-19 00:00:00,1.07,0.06,Profit Reached,1,2024-07-19 13:49:51
JASMY/USDT,0.02767,2024-07-19 11:45:42,0.03,2024-07-19 12:03:54,0.02795,2024-07-19 00:00:00,1.05,0.04,Profit Reached,1,2024-07-19 12:03:54
LDO/USDT,1.893,2024-07-19 13:24:44,1.92,2024-07-19 13:40:47,1.916,2024-07-19 00:00:00,1.27,0.05,Profit Reached,1,2024-07-19 13:40:47
CREAM/USDT,42.91,2024-07-19 16:33:38,42.58,2024-07-20 00:00:02,43.39,2024-07-19 00:00:00,-0.77,-1.87,Candles Exceeded,2,2024-07-20 00:00:02
ETHFI/USDT,2.391,2024-07-20 00:28:52,2.42,2024-07-20 03:39:41,2.424,2024-07-20 00:00:00,1.42,0.04,Profit Reached,1,2024-07-20 03:39:41
TNSR/USDT,0.5519,2024-07-20 00:28:56,0.56,2024-07-20 02:15:24,0.5581,2024-07-20 00:00:00,1.18,0.05,Profit Reached,1,2024-07-20 02:15:24
MINA/USDT,0.5559,2024-07-20 00:34:42,0.56,2024-07-20 02:13:40,0.562,2024-07-20 00:00:00,1.13,0.04,Profit Reached,1,2024-07-20 02:13:40
ENS/USDT,26.25,2024-07-20 00:35:32,26.65,2024-07-20 04:31:29,26.64,2024-07-20 00:00:00,1.52,0.04,Profit Reached,1,2024-07-20 04:31:29
SCRT/USDT,0.2835,2024-07-20 00:36:06,0.29,2024-07-20 02:26:01,0.2864,2024-07-20 00:00:00,1.06,0.03,Profit Reached,1,2024-07-20 02:26:01
REI/USDT,0.05455,2024-07-20 00:36:28,0.06,2024-07-20 17:23:14,0.05532,2024-07-20 00:00:00,1.45,0.04,Profit Reached,1,2024-07-20 17:23:14
SYN/USDT,0.4569,2024-07-20 00:36:53,0.46,2024-07-20 02:41:00,0.4625,2024-07-20 00:00:00,1.42,0.19,Profit Reached,1,2024-07-20 02:41:00
PORTAL/USDT,0.4491,2024-07-20 00:38:16,0.45,2024-07-20 03:22:50,0.454,2024-07-20 00:00:00,1.14,0.04,Profit Reached,1,2024-07-20 03:22:50
STX/USDT,1.887,2024-07-20 00:40:59,1.91,2024-07-20 01:11:48,1.908,2024-07-20 00:00:00,1.17,0.05,Profit Reached,1,2024-07-20 01:11:48
VITE/USDT,0.01586,2024-07-20 00:59:56,0.02,2024-07-20 03:31:22,0.01606,2024-07-20 00:00:00,1.32,0.06,Profit Reached,1,2024-07-20 03:31:22
REZ/USDT,0.0748,2024-07-20 01:53:16,0.08,2024-07-20 03:21:09,0.0758,2024-07-20 00:00:00,1.47,0.13,Profit Reached,1,2024-07-20 03:21:09
CLV/USDT,0.05373,2024-07-20 01:58:51,0.05,2024-07-20 04:21:38,0.05428,2024-07-20 00:00:00,1.06,0.04,Profit Reached,1,2024-07-20 04:21:38
PYR/USDT,3.56,2024-07-20 02:09:13,3.6,2024-07-20 04:43:13,3.599,2024-07-20 00:00:00,1.15,0.06,Profit Reached,1,2024-07-20 04:43:13
SYN/USDT,0.4571,2024-07-20 02:47:41,0.46,2024-07-20 04:18:43,0.4625,2024-07-20 00:00:00,1.42,0.24,Profit Reached,1,2024-07-20 04:18:43
DEGO/USDT,1.662,2024-07-20 03:03:38,1.69,2024-07-20 07:04:43,1.69,2024-07-20 00:00:00,1.74,0.06,Profit Reached,1,2024-07-20 07:04:43
DYM/USDT,2.071,2024-07-20 03:07:47,2.1,2024-07-20 05:08:26,2.101,2024-07-20 00:00:00,1.55,0.1,Profit Reached,1,2024-07-20 05:08:26
ETHFI/USDT,2.397,2024-07-20 05:38:39,2.42,2024-07-20 05:49:30,2.424,2024-07-20 00:00:00,1.17,0.04,Profit Reached,1,2024-07-20 05:49:30
DYM/USDT,2.078,2024-07-20 07:51:46,2.04,2024-07-21 00:00:06,2.101,2024-07-20 00:00:00,-2.02,-3.09,Candles Exceeded,2,2024-07-21 00:00:06
ETHFI/USDT,2.395,2024-07-20 08:49:19,2.43,2024-07-20 13:29:06,2.424,2024-07-20 00:00:00,1.34,0.12,Profit Reached,1,2024-07-20 13:29:06
PYR/USDT,3.558,2024-07-20 09:05:38,3.61,2024-07-20 15:11:05,3.599,2024-07-20 00:00:00,1.38,0.22,Profit Reached,1,2024-07-20 15:11:05
RONIN/USDT,2.327,2024-07-20 09:55:18,2.35,2024-07-20 15:11:20,2.351,2024-07-20 00:00:00,1.07,0.04,Profit Reached,1,2024-07-20 15:11:20
REZ/USDT,0.075,2024-07-20 10:33:20,0.08,2024-07-20 14:20:44,0.0758,2024-07-20 00:00:00,1.2,0.13,Profit Reached,1,2024-07-20 14:20:44
VIDT/USDT,0.02279,2024-07-20 10:58:10,0.02,2024-07-20 19:33:22,0.02307,2024-07-20 00:00:00,1.32,0.09,Profit Reached,1,2024-07-20 19:33:22
ENS/USDT,26.32,2024-07-20 11:08:04,26.65,2024-07-20 14:43:59,26.64,2024-07-20 00:00:00,1.25,0.04,Profit Reached,1,2024-07-20 14:43:59
KNC/USDT,0.5627,2024-07-20 11:14:02,0.56,2024-07-21 00:00:06,0.5687,2024-07-20 00:00:00,-0.37,-1.42,Candles Exceeded,2,2024-07-21 00:00:06
DEGO/USDT,1.673,2024-07-20 11:15:55,1.65,2024-07-21 00:00:06,1.69,2024-07-20 00:00:00,-1.26,-2.25,Candles Exceeded,2,2024-07-21 00:00:06
APT/USDT,7.37,2024-07-20 11:18:34,7.46,2024-07-20 17:46:51,7.45,2024-07-20 00:00:00,1.22,0.13,Profit Reached,1,2024-07-20 17:46:51
JUP/USDT,1.0009,2024-07-20 11:20:04,1.01,2024-07-20 16:12:11,1.0137,2024-07-20 00:00:00,1.41,0.13,Profit Reached,1,2024-07-20 16:12:11
IOTA/USDT,0.1741,2024-07-20 11:21:48,0.18,2024-07-20 15:10:48,0.1759,2024-07-20 00:00:00,1.26,0.23,Profit Reached,1,2024-07-20 15:10:48
FIRO/USDT,1.339,2024-07-20 11:25:03,1.35,2024-07-20 16:13:06,1.353,2024-07-20 00:00:00,1.12,0.07,Profit Reached,1,2024-07-20 16:13:06
GLMR/USDT,0.2215,2024-07-20 11:27:18,0.22,2024-07-20 17:46:00,0.224,2024-07-20 00:00:00,1.26,0.13,Profit Reached,1,2024-07-20 17:46:00
VITE/USDT,0.01589,2024-07-20 11:32:19,0.02,2024-07-21 00:00:06,0.01606,2024-07-20 00:00:00,-1.2,-2.24,Candles Exceeded,2,2024-07-21 00:00:06
VOXEL/USDT,0.1686,2024-07-20 11:54:43,0.17,2024-07-21 00:00:06,0.1705,2024-07-20 00:00:00,0.83,-0.29,Candles Exceeded,2,2024-07-21 00:00:06
TKO/USDT,0.3364,2024-07-20 12:29:43,0.34,2024-07-20 15:31:21,0.34,2024-07-20 00:00:00,1.1,0.03,Profit Reached,1,2024-07-20 15:31:21
SNT/USDT,0.02551,2024-07-20 12:32:56,0.03,2024-07-20 15:12:50,0.02578,2024-07-20 00:00:00,1.22,0.16,Profit Reached,1,2024-07-20 15:12:50
ONG/USDT,0.3427,2024-07-20 12:44:42,0.35,2024-07-20 17:48:18,0.3464,2024-07-20 00:00:00,1.11,0.03,Profit Reached,1,2024-07-20 17:48:18
AST/USDT,0.0968,2024-07-20 13:00:14,0.1,2024-07-20 16:00:51,0.098,2024-07-20 00:00:00,1.34,0.1,Profit Reached,1,2024-07-20 16:00:51
PORTAL/USDT,0.4489,2024-07-20 13:01:02,0.45,2024-07-20 14:43:05,0.454,2024-07-20 00:00:00,1.16,0.02,Profit Reached,1,2024-07-20 14:43:05
HBAR/USDT,0.0738,2024-07-20 13:12:42,0.07,2024-07-20 15:30:09,0.0747,2024-07-20 00:00:00,1.36,0.13,Profit Reached,1,2024-07-20 15:30:09
MINA/USDT,0.5556,2024-07-20 13:15:51,0.56,2024-07-20 14:40:42,0.562,2024-07-20 00:00:00,1.24,0.09,Profit Reached,1,2024-07-20 14:40:42
PORTO/USDT,1.563,2024-07-20 13:16:42,1.58,2024-07-20 15:00:40,1.583,2024-07-20 00:00:00,1.34,0.06,Profit Reached,1,2024-07-20 15:00:40
POLYX/USDT,0.2757,2024-07-20 13:17:39,0.28,2024-07-20 14:16:39,0.2795,2024-07-20 00:00:00,1.41,0.04,Profit Reached,1,2024-07-20 14:16:39
PROS/USDT,0.3882,2024-07-20 13:17:50,0.39,2024-07-20 15:26:16,0.3938,2024-07-20 00:00:00,1.49,0.05,Profit Reached,1,2024-07-20 15:26:16
MDT/USDT,0.04544,2024-07-20 13:22:18,0.05,2024-07-20 16:33:58,0.04606,2024-07-20 00:00:00,1.41,0.04,Profit Reached,1,2024-07-20 16:33:58
PSG/USDT,2.8,2024-07-20 13:23:43,2.83,2024-07-20 14:51:56,2.831,2024-07-20 00:00:00,1.21,0.11,Profit Reached,1,2024-07-20 14:51:56
AKRO/USDT,0.005268,2024-07-20 13:41:21,0.01,2024-07-20 15:11:05,0.005325,2024-07-20 00:00:00,1.1,0.02,Profit Reached,1,2024-07-20 15:11:05
BURGER/USDT,0.4225,2024-07-20 13:42:14,0.43,2024-07-20 15:11:20,0.4281,2024-07-20 00:00:00,1.54,0.21,Profit Reached,1,2024-07-20 15:11:20
CLV/USDT,0.05366,2024-07-20 13:42:41,0.05,2024-07-21 00:00:06,0.05428,2024-07-20 00:00:00,-0.8,-1.93,Candles Exceeded,2,2024-07-21 00:00:06
SCRT/USDT,0.2829,2024-07-20 13:44:01,0.29,2024-07-20 14:40:42,0.2864,2024-07-20 00:00:00,1.27,0.03,Profit Reached,1,2024-07-20 14:40:42
ETHFI/USDT,2.399,2024-07-20 13:46:08,2.42,2024-07-20 13:57:48,2.424,2024-07-20 00:00:00,1.08,0.04,Profit Reached,1,2024-07-20 13:57:48
WAN/USDT,0.2056,2024-07-20 13:48:27,0.21,2024-07-20 14:30:57,0.2077,2024-07-20 00:00:00,1.07,0.05,Profit Reached,1,2024-07-20 14:30:57
IOST/USDT,0.00629,2024-07-20 13:56:46,0.01,2024-07-20 14:43:22,0.00636,2024-07-20 00:00:00,1.27,0.16,Profit Reached,1,2024-07-20 14:43:22
PYR/USDT,3.558,2024-07-20 15:49:01,3.6,2024-07-20 17:44:41,3.599,2024-07-20 00:00:00,1.18,0.03,Profit Reached,1,2024-07-20 17:44:41
REZ/USDT,0.075,2024-07-20 16:28:43,0.07,2024-07-21 00:00:06,0.0758,2024-07-20 00:00:00,-1.73,-2.77,Candles Exceeded,2,2024-07-21 00:00:06
ENS/USDT,26.35,2024-07-20 17:02:51,26.65,2024-07-20 17:32:30,26.64,2024-07-20 00:00:00,1.14,0.04,Profit Reached,1,2024-07-20 17:32:30
REI/USDT,0.05471,2024-07-20 18:36:56,0.05,2024-07-21 00:00:06,0.05532,2024-07-20 00:00:00,-0.37,-1.46,Candles Exceeded,2,2024-07-21 00:00:06
AKRO/USDT,0.005255,2024-07-20 20:16:50,0.01,2024-07-21 00:00:06,0.005325,2024-07-20 00:00:00,-0.17,-1.48,Candles Exceeded,2,2024-07-21 00:00:06
ENS/USDT,26.36,2024-07-20 21:05:54,26.5,2024-07-21 00:00:06,26.64,2024-07-20 00:00:00,0.53,-0.53,Candles Exceeded,2,2024-07-21 00:00:06
APT/USDT,7.37,2024-07-20 21:25:37,7.36,2024-07-21 00:00:06,7.45,2024-07-20 00:00:00,-0.14,-1.21,Candles Exceeded,2,2024-07-21 00:00:06
TKO/USDT,0.3364,2024-07-20 21:41:44,0.33,2024-07-21 00:00:06,0.34,2024-07-20 00:00:00,-0.48,-1.53,Candles Exceeded,2,2024-07-21 00:00:06
VIDT/USDT,0.02281,2024-07-20 21:42:40,0.02,2024-07-21 00:00:06,0.02307,2024-07-20 00:00:00,-0.39,-1.52,Candles Exceeded,2,2024-07-21 00:00:06
ADX/USDT,0.1831,2024-07-20 23:43:45,0.18,2024-07-21 00:00:06,0.185,2024-07-20 00:00:00,0.27,-0.76,Candles Exceeded,2,2024-07-21 00:00:06
AST/USDT,0.0967,2024-07-20 23:45:40,0.1,2024-07-21 00:00:06,0.098,2024-07-20 00:00:00,-0.1,-1.43,Candles Exceeded,2,2024-07-21 00:00:06
BTTC/USDT,9e-07,2024-07-21 00:03:08,0.0,2024-07-22 00:00:13,9.1e-07,2024-07-21 00:00:00,1.11,0.0,Candles Exceeded,2,2024-07-22 00:00:13
HIVE/USDT,0.2322,2024-07-21 00:37:05,0.23,2024-07-22 00:00:13,0.2366,2024-07-21 00:00:00,0.52,-1.35,Candles Exceeded,2,2024-07-22 00:00:13
BEAMX/USDT,0.01899,2024-07-21 00:42:54,0.02,2024-07-21 01:35:55,0.01922,2024-07-21 00:00:00,1.26,0.05,Profit Reached,1,2024-07-21 01:35:55
XAI/USDT,0.3716,2024-07-21 00:43:10,0.38,2024-07-21 22:02:21,0.3769,2024-07-21 00:00:00,1.45,0.03,Profit Reached,1,2024-07-21 22:02:21
MANTA/USDT,1.007,2024-07-21 00:43:11,1.02,2024-07-21 20:28:52,1.02,2024-07-21 00:00:00,1.39,0.1,Profit Reached,1,2024-07-21 20:28:52
W/USDT,0.3432,2024-07-21 00:43:34,0.35,2024-07-21 01:31:04,0.3488,2024-07-21 00:00:00,1.69,0.06,Profit Reached,1,2024-07-21 01:31:04
NULS/USDT,0.3479,2024-07-21 01:04:08,0.35,2024-07-21 01:41:14,0.3519,2024-07-21 00:00:00,1.18,0.03,Profit Reached,1,2024-07-21 01:41:14
W/USDT,0.3453,2024-07-21 02:18:00,0.35,2024-07-21 22:21:12,0.3488,2024-07-21 00:00:00,1.04,0.03,Profit Reached,1,2024-07-21 22:21:12
ALCX/USDT,18.09,2024-07-21 03:30:50,17.69,2024-07-22 00:00:13,18.29,2024-07-21 00:00:00,-2.21,-3.28,Candles Exceeded,2,2024-07-22 00:00:13
ACA/USDT,0.0728,2024-07-21 04:08:58,0.07,2024-07-21 16:15:40,0.0736,2024-07-21 00:00:00,1.37,0.27,Profit Reached,1,2024-07-21 16:15:40
DYM/USDT,2.015,2024-07-21 04:10:58,1.96,2024-07-22 00:00:13,2.036,2024-07-21 00:00:00,-2.88,-3.88,Candles Exceeded,2,2024-07-22 00:00:13
AUCTION/USDT,16.46,2024-07-21 04:55:06,16.44,2024-07-22 00:00:13,16.65,2024-07-21 00:00:00,-0.12,-1.26,Candles Exceeded,2,2024-07-22 00:00:13
PYR/USDT,3.594,2024-07-21 04:55:23,3.64,2024-07-21 04:59:11,3.632,2024-07-21 00:00:00,1.2,0.14,Profit Reached,1,2024-07-21 04:59:11
OOKI/USDT,0.001732,2024-07-21 04:55:37,0.0,2024-07-21 15:31:11,0.001755,2024-07-21 00:00:00,1.39,0.06,Profit Reached,1,2024-07-21 15:31:11
PERP/USDT,0.71,2024-07-21 05:03:03,0.72,2024-07-21 10:28:39,0.719,2024-07-21 00:00:00,1.41,0.14,Profit Reached,1,2024-07-21 10:28:39
RARE/USDT,0.0932,2024-07-21 05:04:24,0.09,2024-07-21 20:51:52,0.0945,2024-07-21 00:00:00,1.5,0.11,Profit Reached,1,2024-07-21 20:51:52
REI/USDT,0.05394,2024-07-21 05:05:26,0.05,2024-07-21 21:37:34,0.05451,2024-07-21 00:00:00,1.15,0.09,Profit Reached,1,2024-07-21 21:37:34
BEAMX/USDT,0.01895,2024-07-21 05:06:46,0.02,2024-07-21 16:12:34,0.01922,2024-07-21 00:00:00,1.53,0.1,Profit Reached,1,2024-07-21 16:12:34
RONIN/USDT,2.335,2024-07-21 05:07:06,2.37,2024-07-21 22:05:15,2.363,2024-07-21 00:00:00,1.28,0.08,Profit Reached,1,2024-07-21 22:05:15
PIXEL/USDT,0.2261,2024-07-21 05:07:07,0.23,2024-07-21 21:36:48,0.229,2024-07-21 00:00:00,1.42,0.13,Profit Reached,1,2024-07-21 21:36:48
MTL/USDT,1.139,2024-07-21 05:09:34,1.16,2024-07-21 20:31:26,1.154,2024-07-21 00:00:00,1.49,0.17,Profit Reached,1,2024-07-21 20:31:26
KMD/USDT,0.2951,2024-07-21 05:10:52,0.3,2024-07-21 09:51:03,0.2985,2024-07-21 00:00:00,1.19,0.03,Profit Reached,1,2024-07-21 09:51:03
RUNE/USDT,4.812,2024-07-21 05:11:11,4.88,2024-07-21 20:21:47,4.877,2024-07-21 00:00:00,1.37,0.02,Profit Reached,1,2024-07-21 20:21:47
PYR/USDT,3.59,2024-07-21 05:14:01,3.63,2024-07-21 20:23:43,3.632,2024-07-21 00:00:00,1.2,0.03,Profit Reached,1,2024-07-21 20:23:43
API3/USDT,2.07,2024-07-21 05:32:36,2.1,2024-07-21 05:51:54,2.091,2024-07-21 00:00:00,1.3,0.29,Profit Reached,1,2024-07-21 05:51:54
ACE/USDT,3.12,2024-07-21 05:43:27,3.14,2024-07-22 00:00:13,3.152,2024-07-21 00:00:00,0.54,-0.48,Candles Exceeded,2,2024-07-22 00:00:13
GMT/USDT,0.1573,2024-07-21 05:50:51,0.16,2024-07-21 10:12:19,0.159,2024-07-21 00:00:00,1.14,0.06,Profit Reached,1,2024-07-21 10:12:19
RDNT/USDT,0.1014,2024-07-21 06:09:53,0.1,2024-07-21 15:32:44,0.1026,2024-07-21 00:00:00,1.38,0.19,Profit Reached,1,2024-07-21 15:32:44
NULS/USDT,0.3482,2024-07-21 06:12:39,0.35,2024-07-21 10:43:59,0.3519,2024-07-21 00:00:00,1.09,0.03,Profit Reached,1,2024-07-21 10:43:59
MAGIC/USDT,0.5309,2024-07-21 06:18:31,0.54,2024-07-21 16:48:48,0.5367,2024-07-21 00:00:00,1.19,0.09,Profit Reached,1,2024-07-21 16:48:48
JUP/USDT,1.0242,2024-07-21 06:19:47,1.04,2024-07-21 14:50:17,1.0355,2024-07-21 00:00:00,1.22,0.12,Profit Reached,1,2024-07-21 14:50:17
COS/USDT,0.008246,2024-07-21 06:22:13,0.01,2024-07-21 08:50:48,0.008339,2024-07-21 00:00:00,1.15,0.02,Profit Reached,1,2024-07-21 08:50:48
XTZ/USDT,0.795,2024-07-21 06:22:25,0.81,2024-07-21 21:40:18,0.805,2024-07-21 00:00:00,1.38,0.12,Profit Reached,1,2024-07-21 21:40:18
RLC/USDT,1.995,2024-07-21 06:22:37,2.02,2024-07-21 07:30:22,2.019,2024-07-21 00:00:00,1.25,0.05,Profit Reached,1,2024-07-21 07:30:22
FUN/USDT,0.003889,2024-07-21 06:31:16,0.0,2024-07-21 12:23:20,0.003929,2024-07-21 00:00:00,1.05,0.03,Profit Reached,1,2024-07-21 12:23:20
RIF/USDT,0.0922,2024-07-21 06:33:29,0.09,2024-07-21 20:15:18,0.0932,2024-07-21 00:00:00,1.19,0.11,Profit Reached,1,2024-07-21 20:15:18
FIRO/USDT,1.326,2024-07-21 06:33:34,1.34,2024-07-21 12:00:18,1.34,2024-07-21 00:00:00,1.13,0.07,Profit Reached,1,2024-07-21 12:00:18
DF/USDT,0.03406,2024-07-21 06:35:00,0.03,2024-07-21 09:51:43,0.03443,2024-07-21 00:00:00,1.15,0.06,Profit Reached,1,2024-07-21 09:51:43
REZ/USDT,0.073,2024-07-21 06:38:00,0.07,2024-07-22 00:00:13,0.0738,2024-07-21 00:00:00,0.41,-0.68,Candles Exceeded,2,2024-07-22 00:00:13
SOL/USDT,171.4,2024-07-21 06:49:28,173.76,2024-07-21 14:39:37,173.6,2024-07-21 00:00:00,1.38,0.09,Profit Reached,1,2024-07-21 14:39:37
API3/USDT,2.07,2024-07-21 06:53:22,2.09,2024-07-21 23:07:27,2.091,2024-07-21 00:00:00,1.06,0.05,Profit Reached,1,2024-07-21 23:07:27
CREAM/USDT,41.12,2024-07-21 06:54:46,41.61,2024-07-21 07:14:38,41.56,2024-07-21 00:00:00,1.19,0.12,Profit Reached,1,2024-07-21 07:14:38
WAN/USDT,0.2052,2024-07-21 07:06:20,0.21,2024-07-22 00:00:13,0.2074,2024-07-21 00:00:00,0.58,-0.48,Candles Exceeded,2,2024-07-22 00:00:13
BCH/USDT,391.3,2024-07-21 07:06:37,395.6,2024-07-21 09:44:24,395.5,2024-07-21 00:00:00,1.1,0.03,Profit Reached,1,2024-07-21 09:44:24
CTK/USDT,0.6744,2024-07-21 07:08:06,0.67,2024-07-22 00:00:13,0.6837,2024-07-21 00:00:00,-0.52,-1.87,Candles Exceeded,2,2024-07-22 00:00:13
MBOX/USDT,0.2447,2024-07-21 07:09:36,0.25,2024-07-21 07:54:47,0.2474,2024-07-21 00:00:00,1.76,0.65,Profit Reached,1,2024-07-21 07:54:47
GHST/USDT,1.108,2024-07-21 07:09:40,1.11,2024-07-22 00:00:13,1.125,2024-07-21 00:00:00,0.54,-0.98,Candles Exceeded,2,2024-07-22 00:00:13
AMB/USDT,0.0067,2024-07-21 07:37:24,0.01,2024-07-21 08:13:54,0.00677,2024-07-21 00:00:00,1.19,0.15,Profit Reached,1,2024-07-21 08:13:54
NOT/USDT,0.01604,2024-07-21 07:56:06,0.02,2024-07-21 09:13:22,0.01621,2024-07-21 00:00:00,1.12,0.06,Profit Reached,1,2024-07-21 09:13:22
SNT/USDT,0.02548,2024-07-21 10:22:36,0.03,2024-07-21 20:34:13,0.02577,2024-07-21 00:00:00,1.18,0.04,Profit Reached,1,2024-07-21 20:34:13
COS/USDT,0.008241,2024-07-21 11:00:49,0.01,2024-07-21 13:06:23,0.008339,2024-07-21 00:00:00,1.26,0.07,Profit Reached,1,2024-07-21 13:06:23
MBOX/USDT,0.2449,2024-07-21 11:13:05,0.25,2024-07-21 14:41:30,0.2474,2024-07-21 00:00:00,1.06,0.04,Profit Reached,1,2024-07-21 14:41:30
NULS/USDT,0.348,2024-07-21 12:19:14,0.34,2024-07-21 23:59:58,0.3519,2024-07-21 00:00:00,-1.18,-2.27,Candles Exceeded,2,2024-07-21 23:59:58
PERP/USDT,0.71,2024-07-21 12:48:48,0.72,2024-07-21 20:25:16,0.719,2024-07-21 00:00:00,1.41,0.14,Profit Reached,1,2024-07-21 20:25:16
BCH/USDT,391.1,2024-07-21 13:21:36,395.7,2024-07-21 15:03:51,395.5,2024-07-21 00:00:00,1.18,0.05,Profit Reached,1,2024-07-21 15:03:51
GMT/USDT,0.1574,2024-07-21 13:25:56,0.16,2024-07-21 20:23:22,0.159,2024-07-21 00:00:00,1.08,0.06,Profit Reached,1,2024-07-21 20:23:22
DODO/USDT,0.1256,2024-07-21 13:32:24,0.13,2024-07-21 14:36:19,0.1269,2024-07-21 00:00:00,1.11,0.08,Profit Reached,1,2024-07-21 14:36:19
COS/USDT,0.008245,2024-07-21 13:38:43,0.01,2024-07-21 15:03:32,0.008339,2024-07-21 00:00:00,1.15,0.01,Profit Reached,1,2024-07-21 15:03:32
COMP/USDT,50.97,2024-07-21 13:39:34,51.56,2024-07-21 15:02:52,51.55,2024-07-21 00:00:00,1.16,0.02,Profit Reached,1,2024-07-21 15:02:52
BAL/USDT,2.631,2024-07-21 13:39:50,2.66,2024-07-21 14:40:47,2.659,2024-07-21 00:00:00,1.22,0.15,Profit Reached,1,2024-07-21 14:40:47
C98/USDT,0.1705,2024-07-21 13:41:55,0.17,2024-07-21 15:03:12,0.1725,2024-07-21 00:00:00,1.35,0.17,Profit Reached,1,2024-07-21 15:03:12
FOR/USDT,0.01392,2024-07-21 13:42:07,0.01,2024-07-21 15:32:24,0.01407,2024-07-21 00:00:00,1.15,0.07,Profit Reached,1,2024-07-21 15:32:24
DF/USDT,0.03399,2024-07-21 13:42:26,0.03,2024-07-21 15:02:12,0.03443,2024-07-21 00:00:00,1.38,0.09,Profit Reached,1,2024-07-21 15:02:12
FUN/USDT,0.003882,2024-07-21 13:47:29,0.0,2024-07-21 15:04:29,0.003929,2024-07-21 00:00:00,1.24,0.03,Profit Reached,1,2024-07-21 15:04:29
NOT/USDT,0.01604,2024-07-21 14:02:34,0.02,2024-07-21 14:44:41,0.01621,2024-07-21 00:00:00,1.12,0.06,Profit Reached,1,2024-07-21 14:44:41
RLC/USDT,1.995,2024-07-21 14:04:54,2.02,2024-07-21 14:43:57,2.019,2024-07-21 00:00:00,1.25,0.05,Profit Reached,1,2024-07-21 14:43:57
FIRO/USDT,1.326,2024-07-21 14:06:51,1.34,2024-07-21 14:14:29,1.34,2024-07-21 00:00:00,1.21,0.15,Profit Reached,1,2024-07-21 14:14:29
AMB/USDT,0.00669,2024-07-21 14:09:45,0.01,2024-07-21 14:25:05,0.00677,2024-07-21 00:00:00,1.35,0.15,Profit Reached,1,2024-07-21 14:25:05
OOKI/USDT,0.001737,2024-07-21 15:35:39,0.0,2024-07-21 23:59:58,0.001755,2024-07-21 00:00:00,0.23,-0.8,Candles Exceeded,2,2024-07-21 23:59:58
COS/USDT,0.008237,2024-07-21 16:24:24,0.01,2024-07-21 16:53:47,0.008339,2024-07-21 00:00:00,1.29,0.05,Profit Reached,1,2024-07-21 16:53:47
RDNT/USDT,0.1014,2024-07-21 16:30:03,0.1,2024-07-21 20:26:28,0.1026,2024-07-21 00:00:00,1.28,0.1,Profit Reached,1,2024-07-21 20:26:28
NOT/USDT,0.01602,2024-07-21 16:31:15,0.02,2024-07-21 23:59:58,0.01621,2024-07-21 00:00:00,0.19,-0.99,Candles Exceeded,2,2024-07-21 23:59:58
ACA/USDT,0.0728,2024-07-21 16:37:53,0.07,2024-07-21 20:17:45,0.0736,2024-07-21 00:00:00,1.24,0.14,Profit Reached,1,2024-07-21 20:17:45
BEAMX/USDT,0.01898,2024-07-21 17:32:34,0.02,2024-07-21 20:19:45,0.01922,2024-07-21 00:00:00,1.32,0.05,Profit Reached,1,2024-07-21 20:19:45
MAGIC/USDT,0.5299,2024-07-21 17:49:16,0.54,2024-07-21 20:28:35,0.5367,2024-07-21 00:00:00,1.3,0.02,Profit Reached,1,2024-07-21 20:28:35
AMB/USDT,0.0067,2024-07-21 17:49:28,0.01,2024-07-21 20:15:18,0.00677,2024-07-21 00:00:00,1.19,0.15,Profit Reached,1,2024-07-21 20:15:18
JUP/USDT,1.0242,2024-07-21 17:50:30,1.04,2024-07-21 18:32:31,1.0355,2024-07-21 00:00:00,1.13,0.03,Profit Reached,1,2024-07-21 18:32:31
FUN/USDT,0.003865,2024-07-21 17:52:58,0.0,2024-07-21 20:29:10,0.003929,2024-07-21 00:00:00,1.68,0.03,Profit Reached,1,2024-07-21 20:29:10
RLC/USDT,1.991,2024-07-21 17:53:14,2.02,2024-07-21 18:31:14,2.019,2024-07-21 00:00:00,1.71,0.3,Profit Reached,1,2024-07-21 18:31:14
BCH/USDT,386.2,2024-07-21 17:53:17,395.8,2024-07-21 20:28:17,395.5,2024-07-21 00:00:00,2.49,0.08,Profit Reached,1,2024-07-21 20:28:17
COMP/USDT,50.64,2024-07-21 17:53:47,51.57,2024-07-21 19:48:05,51.55,2024-07-21 00:00:00,1.84,0.04,Profit Reached,1,2024-07-21 19:48:05
BAL/USDT,2.619,2024-07-21 17:54:03,2.66,2024-07-21 20:17:03,2.659,2024-07-21 00:00:00,1.6,0.08,Profit Reached,1,2024-07-21 20:17:03
KMD/USDT,0.2929,2024-07-21 17:54:07,0.3,2024-07-21 20:46:07,0.2985,2024-07-21 00:00:00,1.95,0.03,Profit Reached,1,2024-07-21 20:46:07
C98/USDT,0.1697,2024-07-21 17:56:10,0.17,2024-07-21 20:15:40,0.1725,2024-07-21 00:00:00,1.77,0.12,Profit Reached,1,2024-07-21 20:15:40
