coin,opening_candle_date,probability,previous_close_price,close_price,close_direction,last_monitor_date,potential_profit_%
LUNC/USDT,2024-07-20 00:00:00,0.71,9.02e-05,9.083e-05,1,2024-07-21 00:01:53,0.7
POLYX/USDT,2024-07-20 00:00:00,0.94,0.2795,0.2795,1,2024-07-21 00:01:53,0.0
APT/USDT,2024-07-20 00:00:00,0.9,7.45,7.36,0,2024-07-21 00:01:53,-1.21
PROS/USDT,2024-07-20 00:00:00,0.9,0.3938,0.3944,1,2024-07-21 00:01:53,0.15
SYN/USDT,2024-07-20 00:00:00,0.88,0.4625,0.5248,1,2024-07-21 00:01:53,13.47
QKC/USDT,2024-07-20 00:00:00,0.71,0.008083,0.008244,1,2024-07-21 00:01:53,1.99
AST/USDT,2024-07-20 00:00:00,0.88,0.098,0.0966,0,2024-07-21 00:01:53,-1.43
SNT/USDT,2024-07-20 00:00:00,0.86,0.02578,0.02577,0,2024-07-21 00:01:53,-0.04
SEI/USDT,2024-07-20 00:00:00,0.81,0.3848,0.3983,1,2024-07-21 00:01:53,3.51
CREAM/USDT,2024-07-20 00:00:00,0.71,42.55,41.56,0,2024-07-21 00:01:53,-2.33
ACE/USDT,2024-07-20 00:00:00,0.74,3.285,3.152,0,2024-07-21 00:01:53,-4.05
JUP/USDT,2024-07-20 00:00:00,0.77,1.0137,1.0355,1,2024-07-21 00:01:53,2.15
RONIN/USDT,2024-07-20 00:00:00,0.8,2.351,2.363,1,2024-07-21 00:01:53,0.51
DYM/USDT,2024-07-20 00:00:00,0.79,2.101,2.036,0,2024-07-21 00:01:53,-3.09
PORTAL/USDT,2024-07-20 00:00:00,0.87,0.454,0.4507,0,2024-07-21 00:01:53,-0.73
NEAR/USDT,2024-07-21 00:00:00,0.72,6.287,6.34,1,2024-07-22 00:01:22,0.84
CTK/USDT,2024-07-21 00:00:00,0.76,0.6837,0.6681,0,2024-07-22 00:01:22,-2.28
GRT/USDT,2024-07-21 00:00:00,0.76,0.2136,0.2191,1,2024-07-22 00:01:22,2.57
1INCH/USDT,2024-07-21 00:00:00,0.78,0.4236,0.4322,1,2024-07-22 00:01:22,2.03
ATM/USDT,2024-07-21 00:00:00,0.75,2.226,2.239,1,2024-07-22 00:01:22,0.58
RIF/USDT,2024-07-21 00:00:00,0.75,0.0932,0.0942,1,2024-07-22 00:01:22,1.07
FIRO/USDT,2024-07-21 00:00:00,0.76,1.34,1.377,1,2024-07-22 00:01:22,2.76
DODO/USDT,2024-07-21 00:00:00,0.75,0.1269,0.1308,1,2024-07-22 00:01:22,3.07
CAKE/USDT,2024-07-21 00:00:00,0.83,2.058,2.088,1,2024-07-22 00:01:22,1.46
BADGER/USDT,2024-07-21 00:00:00,0.73,3.384,3.446,1,2024-07-22 00:01:22,1.83
PERP/USDT,2024-07-21 00:00:00,0.77,0.719,0.725,1,2024-07-22 00:01:22,0.83
PUNDIX/USDT,2024-07-21 00:00:00,0.73,0.4338,0.4457,1,2024-07-22 00:01:22,2.74
BURGER/USDT,2024-07-21 00:00:00,0.72,0.43,0.4254,0,2024-07-22 00:01:22,-1.07
SLP/USDT,2024-07-21 00:00:00,0.71,0.003201,0.003278,1,2024-07-22 00:01:22,2.41
MASK/USDT,2024-07-21 00:00:00,0.75,2.479,2.498,1,2024-07-22 00:01:22,0.77
LPT/USDT,2024-07-21 00:00:00,0.74,17.103,17.129,1,2024-07-22 00:01:22,0.15
C98/USDT,2024-07-21 00:00:00,0.87,0.1725,0.1742,1,2024-07-22 00:01:22,0.99
MBOX/USDT,2024-07-21 00:00:00,0.86,0.2474,0.2504,1,2024-07-22 00:01:22,1.21
FOR/USDT,2024-07-21 00:00:00,0.82,0.01407,0.0141,1,2024-07-22 00:01:22,0.21
GHST/USDT,2024-07-21 00:00:00,0.88,1.125,1.114,0,2024-07-22 00:01:22,-0.98
XEC/USDT,2024-07-21 00:00:00,0.74,3.645e-05,3.666e-05,1,2024-07-22 00:01:22,0.58
DYDX/USDT,2024-07-21 00:00:00,0.7,1.442,1.446,1,2024-07-22 00:01:22,0.28
DF/USDT,2024-07-21 00:00:00,0.78,0.03443,0.0348,1,2024-07-22 00:01:22,1.07
CVP/USDT,2024-07-21 00:00:00,0.85,0.2274,0.2365,1,2024-07-22 00:01:22,4.0
RARE/USDT,2024-07-21 00:00:00,0.78,0.0945,0.0949,1,2024-07-22 00:01:22,0.42
ADX/USDT,2024-07-21 00:00:00,0.71,0.1832,0.1794,0,2024-07-22 00:01:22,-2.07
AUCTION/USDT,2024-07-21 00:00:00,0.78,16.65,16.41,0,2024-07-22 00:01:22,-1.44
CITY/USDT,2024-07-21 00:00:00,0.77,2.202,2.23,1,2024-07-22 00:01:22,1.27
QI/USDT,2024-07-21 00:00:00,0.88,0.01621,0.01775,1,2024-07-22 00:01:22,9.5
PYR/USDT,2024-07-21 00:00:00,0.83,3.632,3.658,1,2024-07-22 00:01:22,0.72
ALCX/USDT,2024-07-21 00:00:00,0.82,18.29,17.68,0,2024-07-22 00:01:22,-3.34
BICO/USDT,2024-07-21 00:00:00,0.74,0.3478,0.3559,1,2024-07-22 00:01:22,2.33
OOKI/USDT,2024-07-21 00:00:00,0.76,0.001755,0.001741,0,2024-07-22 00:01:22,-0.8
SPELL/USDT,2024-07-21 00:00:00,0.75,0.0006995,0.0007401,1,2024-07-22 00:01:22,5.8
SCRT/USDT,2024-07-21 00:00:00,0.7,0.2879,0.2959,1,2024-07-22 00:01:22,2.78
API3/USDT,2024-07-21 00:00:00,0.82,2.091,2.088,0,2024-07-22 00:01:22,-0.14
BTTC/USDT,2024-07-21 00:00:00,0.77,9.1e-07,9e-07,0,2024-07-22 00:01:22,-1.1
ACA/USDT,2024-07-21 00:00:00,0.75,0.0736,0.0737,1,2024-07-22 00:01:22,0.14
GMT/USDT,2024-07-21 00:00:00,0.84,0.159,0.1609,1,2024-07-22 00:01:22,1.19
REI/USDT,2024-07-21 00:00:00,0.95,0.05451,0.05517,1,2024-07-22 00:01:22,1.21
EPX/USDT,2024-07-21 00:00:00,0.72,0.000128,0.0001284,1,2024-07-22 00:01:22,0.31
POLYX/USDT,2024-07-21 00:00:00,0.72,0.2795,0.2908,1,2024-07-22 00:01:22,4.04
MAGIC/USDT,2024-07-21 00:00:00,0.89,0.5367,0.55,1,2024-07-22 00:01:22,2.48
HIFI/USDT,2024-07-21 00:00:00,0.7,0.5028,0.5223,1,2024-07-22 00:01:22,3.88
AMB/USDT,2024-07-21 00:00:00,0.83,0.00677,0.00691,1,2024-07-22 00:01:22,2.07
PROM/USDT,2024-07-21 00:00:00,0.73,7.237,7.37,1,2024-07-22 00:01:22,1.84
ARB/USDT,2024-07-21 00:00:00,0.71,0.7789,0.8026,1,2024-07-22 00:01:22,3.04
RDNT/USDT,2024-07-21 00:00:00,0.76,0.1026,0.1051,1,2024-07-22 00:01:22,2.44
SNT/USDT,2024-07-21 00:00:00,0.89,0.02577,0.02605,1,2024-07-22 00:01:22,1.09
PENDLE/USDT,2024-07-21 00:00:00,0.73,4.568,4.48,0,2024-07-22 00:01:22,-1.93
ARKM/USDT,2024-07-21 00:00:00,0.74,1.602,1.668,1,2024-07-22 00:01:22,4.12
WBETH/USDT,2024-07-21 00:00:00,0.75,3667.97,3687.54,1,2024-07-22 00:01:22,0.53
CREAM/USDT,2024-07-21 00:00:00,0.92,41.56,41.91,1,2024-07-22 00:01:22,0.84
NTRN/USDT,2024-07-21 00:00:00,0.85,0.5179,0.5274,1,2024-07-22 00:01:22,1.83
BEAMX/USDT,2024-07-21 00:00:00,0.9,0.01922,0.01953,1,2024-07-22 00:01:22,1.61
PIVX/USDT,2024-07-21 00:00:00,0.74,0.2634,0.258,0,2024-07-22 00:01:22,-2.05
JTO/USDT,2024-07-21 00:00:00,0.72,2.774,2.909,1,2024-07-22 00:01:22,4.87
ACE/USDT,2024-07-21 00:00:00,0.89,3.152,3.133,0,2024-07-22 00:01:22,-0.6
NFP/USDT,2024-07-21 00:00:00,0.72,0.3097,0.3119,1,2024-07-22 00:01:22,0.71
AI/USDT,2024-07-21 00:00:00,0.73,0.638,0.629,0,2024-07-22 00:01:22,-1.41
XAI/USDT,2024-07-21 00:00:00,0.84,0.3769,0.3787,1,2024-07-22 00:01:22,0.48
MANTA/USDT,2024-07-21 00:00:00,0.77,1.02,1.054,1,2024-07-22 00:01:22,3.33
JUP/USDT,2024-07-21 00:00:00,0.91,1.0355,1.0872,1,2024-07-22 00:01:22,4.99
RONIN/USDT,2024-07-21 00:00:00,0.84,2.363,2.363,1,2024-07-22 00:01:22,0.0
DYM/USDT,2024-07-21 00:00:00,0.89,2.036,1.957,0,2024-07-22 00:01:22,-3.88
PIXEL/USDT,2024-07-21 00:00:00,0.96,0.229,0.2328,1,2024-07-22 00:01:22,1.66
METIS/USDT,2024-07-21 00:00:00,0.73,49.85,50.02,1,2024-07-22 00:01:22,0.34
W/USDT,2024-07-21 00:00:00,0.76,0.3488,0.3544,1,2024-07-22 00:01:22,1.61
SAGA/USDT,2024-07-21 00:00:00,0.7,1.6665,1.62,0,2024-07-22 00:01:22,-2.79
REZ/USDT,2024-07-21 00:00:00,0.92,0.0738,0.0731,0,2024-07-22 00:01:22,-0.95
BB/USDT,2024-07-21 00:00:00,0.7,0.4777,0.4875,1,2024-07-22 00:01:22,2.05
NOT/USDT,2024-07-21 00:00:00,0.88,0.01621,0.01605,0,2024-07-22 00:01:22,-0.99
ETH/USDT,2024-07-21 00:00:00,0.71,3517.5,3535.92,1,2024-07-22 00:01:22,0.52
NEO/USDT,2024-07-21 00:00:00,0.85,11.79,12.03,1,2024-07-22 00:01:22,2.04
LTC/USDT,2024-07-21 00:00:00,0.81,73.03,73.98,1,2024-07-22 00:01:22,1.3
NULS/USDT,2024-07-21 00:00:00,0.78,0.3519,0.3433,0,2024-07-22 00:01:22,-2.44
ONE/USDT,2024-07-21 00:00:00,0.72,0.0155,0.01571,1,2024-07-22 00:01:22,1.35
FTM/USDT,2024-07-21 00:00:00,0.71,0.5213,0.5447,1,2024-07-22 00:01:22,4.49
COS/USDT,2024-07-21 00:00:00,0.78,0.008339,0.008399,1,2024-07-22 00:01:22,0.72
MTL/USDT,2024-07-21 00:00:00,0.9,1.154,1.161,1,2024-07-22 00:01:22,0.61
DOCK/USDT,2024-07-21 00:00:00,0.74,0.00619,0.00436,0,2024-07-22 00:01:22,-29.56
WAN/USDT,2024-07-21 00:00:00,0.93,0.2074,0.2059,0,2024-07-22 00:01:22,-0.72
FUN/USDT,2024-07-21 00:00:00,0.79,0.003929,0.003971,1,2024-07-22 00:01:22,1.07
XTZ/USDT,2024-07-21 00:00:00,0.76,0.805,0.806,1,2024-07-22 00:01:22,0.12
ARPA/USDT,2024-07-21 00:00:00,0.78,0.04457,0.04511,1,2024-07-22 00:01:22,1.21
RLC/USDT,2024-07-21 00:00:00,0.77,2.019,2.087,1,2024-07-22 00:01:22,3.37
BCH/USDT,2024-07-21 00:00:00,0.89,395.5,401.3,1,2024-07-22 00:01:22,1.47
BNT/USDT,2024-07-21 00:00:00,0.73,0.642,0.651,1,2024-07-22 00:01:22,1.4
STPT/USDT,2024-07-21 00:00:00,0.73,0.04784,0.04787,0,2024-07-22 00:01:22,0.06
SOL/USDT,2024-07-21 00:00:00,0.82,173.6,184.49,1,2024-07-22 00:01:22,6.27
HIVE/USDT,2024-07-21 00:00:00,0.77,0.2366,0.2334,0,2024-07-22 00:01:22,-1.35
MDT/USDT,2024-07-21 00:00:00,0.74,0.04638,0.0465,1,2024-07-22 00:01:22,0.26
KNC/USDT,2024-07-21 00:00:00,0.71,0.5606,0.5744,1,2024-07-22 00:01:22,2.46
COMP/USDT,2024-07-21 00:00:00,0.8,51.55,52.39,1,2024-07-22 00:01:22,1.63
BAL/USDT,2024-07-21 00:00:00,0.77,2.659,2.709,1,2024-07-22 00:01:22,1.88
KMD/USDT,2024-07-21 00:00:00,0.94,0.2985,0.3006,1,2024-07-22 00:01:22,0.7
JST/USDT,2024-07-21 00:00:00,0.73,0.03011,0.02994,0,2024-07-22 00:01:22,-0.56
CRV/USDT,2024-07-21 00:00:00,0.72,0.2929,0.2905,0,2024-07-22 00:01:22,-0.82
SUSHI/USDT,2024-07-21 00:00:00,0.71,0.745,0.759,1,2024-07-22 00:01:22,1.88
RUNE/USDT,2024-07-21 00:00:00,0.86,4.877,4.898,1,2024-07-22 00:01:22,0.43
BEL/USDT,2024-07-21 00:00:00,0.7,0.5651,0.5712,1,2024-07-22 00:01:22,1.08
UNI/USDT,2024-07-21 00:00:00,0.72,8.012,8.124,1,2024-07-22 00:01:22,1.4
ORN/USDT,2024-07-21 00:00:00,0.75,1.4881,1.5385,1,2024-07-22 00:01:22,3.39
DAR/USDT,2024-07-22 00:00:00,0.84,0.20161,0.19531,0,2024-07-23 00:01:10,-3.12
MOVR/USDT,2024-07-22 00:00:00,0.78,12.067,11.275,0,2024-07-23 00:01:10,-6.56
CITY/USDT,2024-07-22 00:00:00,0.73,2.23,2.189,0,2024-07-23 00:01:10,-1.84
PORTO/USDT,2024-07-22 00:00:00,0.75,1.562,1.506,0,2024-07-23 00:01:10,-3.59
VGX/USDT,2024-07-22 00:00:00,0.86,0.0772,0.074,0,2024-07-23 00:01:10,-4.15
JASMY/USDT,2024-07-22 00:00:00,0.8,0.03036,0.02872,0,2024-07-23 00:01:10,-5.4
PYR/USDT,2024-07-22 00:00:00,0.89,3.658,3.394,0,2024-07-23 00:01:10,-7.22
ALCX/USDT,2024-07-22 00:00:00,0.9,17.68,16.83,0,2024-07-23 00:01:10,-4.81
BICO/USDT,2024-07-22 00:00:00,0.86,0.3559,0.3243,0,2024-07-23 00:01:10,-8.88
FLUX/USDT,2024-07-22 00:00:00,0.7,0.7157,0.6938,0,2024-07-23 00:01:10,-3.06
FXS/USDT,2024-07-22 00:00:00,0.74,2.569,2.429,0,2024-07-23 00:01:10,-5.45
IMX/USDT,2024-07-22 00:00:00,0.72,1.6726,1.548,0,2024-07-23 00:01:10,-7.45
LOKA/USDT,2024-07-22 00:00:00,0.79,0.2039,0.1953,0,2024-07-23 00:01:10,-4.22
SCRT/USDT,2024-07-22 00:00:00,0.8,0.2959,0.2766,0,2024-07-23 00:01:10,-6.52
API3/USDT,2024-07-22 00:00:00,0.84,2.088,1.961,0,2024-07-23 00:01:10,-6.08
ACA/USDT,2024-07-22 00:00:00,0.81,0.0737,0.0726,0,2024-07-23 00:01:10,-1.49
XNO/USDT,2024-07-22 00:00:00,0.8,1.007,0.981,0,2024-07-23 00:01:10,-2.58
WOO/USDT,2024-07-22 00:00:00,0.76,0.2191,0.2075,0,2024-07-23 00:01:10,-5.29
ALPINE/USDT,2024-07-22 00:00:00,0.87,1.371,1.316,0,2024-07-23 00:01:10,-4.01
T/USDT,2024-07-22 00:00:00,0.73,0.02471,0.02367,0,2024-07-23 00:01:10,-4.21
GMT/USDT,2024-07-22 00:00:00,0.71,0.1609,0.1533,0,2024-07-23 00:01:10,-4.72
KDA/USDT,2024-07-22 00:00:00,0.76,0.668,0.618,0,2024-07-23 00:01:10,-7.49
BSW/USDT,2024-07-22 00:00:00,0.73,0.066,0.0637,0,2024-07-23 00:01:10,-3.48
BIFI/USDT,2024-07-22 00:00:00,0.82,342.8,329.6,0,2024-07-23 00:01:10,-3.85
STEEM/USDT,2024-07-22 00:00:00,0.79,0.2098,0.1994,0,2024-07-23 00:01:10,-4.96
STG/USDT,2024-07-22 00:00:00,0.76,0.4135,0.3914,0,2024-07-23 00:01:10,-5.34
LUNC/USDT,2024-07-22 00:00:00,0.86,9.096e-05,8.837e-05,0,2024-07-23 00:01:10,-2.85
HFT/USDT,2024-07-22 00:00:00,0.78,0.2154,0.2108,0,2024-07-23 00:01:10,-2.14
HOOK/USDT,2024-07-22 00:00:00,0.92,0.5668,0.5817,1,2024-07-23 00:01:10,2.63
MAGIC/USDT,2024-07-22 00:00:00,0.71,0.55,0.5144,0,2024-07-23 00:01:10,-6.47
PROS/USDT,2024-07-22 00:00:00,0.8,0.3983,0.378,0,2024-07-23 00:01:10,-5.1
GNS/USDT,2024-07-22 00:00:00,0.75,3.493,3.388,0,2024-07-23 00:01:10,-3.01
VIB/USDT,2024-07-22 00:00:00,0.91,0.07733,0.07333,0,2024-07-23 00:01:10,-5.17
SSV/USDT,2024-07-22 00:00:00,0.76,35.03,32.45,0,2024-07-23 00:01:10,-7.37
LQTY/USDT,2024-07-22 00:00:00,0.88,0.883,0.831,0,2024-07-23 00:01:10,-5.89
AMB/USDT,2024-07-22 00:00:00,0.8,0.00691,0.00646,0,2024-07-23 00:01:10,-6.51
USTC/USDT,2024-07-22 00:00:00,0.78,0.02044,0.01988,0,2024-07-23 00:01:10,-2.74
GLM/USDT,2024-07-22 00:00:00,0.86,0.3601,0.3458,0,2024-07-23 00:01:10,-3.97
PROM/USDT,2024-07-22 00:00:00,0.92,7.37,7.028,0,2024-07-23 00:01:10,-4.64
QKC/USDT,2024-07-22 00:00:00,0.77,0.008299,0.007883,0,2024-07-23 00:01:10,-5.01
ID/USDT,2024-07-22 00:00:00,0.87,0.4868,0.4616,0,2024-07-23 00:01:10,-5.18
OAX/USDT,2024-07-22 00:00:00,0.96,0.1768,0.1675,0,2024-07-23 00:01:10,-5.26
EDU/USDT,2024-07-22 00:00:00,0.71,0.7483,0.7004,0,2024-07-23 00:01:10,-6.4
AERGO/USDT,2024-07-22 00:00:00,0.75,0.1023,0.0977,0,2024-07-23 00:01:10,-4.5
AST/USDT,2024-07-22 00:00:00,0.86,0.0973,0.0911,0,2024-07-23 00:01:10,-6.37
COMBO/USDT,2024-07-22 00:00:00,0.8,0.5591,0.53,0,2024-07-23 00:01:10,-5.2
MAV/USDT,2024-07-22 00:00:00,0.76,0.2358,0.215,0,2024-07-23 00:01:10,-8.82
WBETH/USDT,2024-07-22 00:00:00,0.71,3687.54,3584.82,0,2024-07-23 00:01:10,-2.79
SEI/USDT,2024-07-22 00:00:00,0.76,0.3943,0.3939,0,2024-07-23 00:01:10,-0.1
CYBER/USDT,2024-07-22 00:00:00,0.86,4.802,4.474,0,2024-07-23 00:01:10,-6.83
IQ/USDT,2024-07-22 00:00:00,0.84,0.006468,0.006573,1,2024-07-23 00:01:10,1.62
PIVX/USDT,2024-07-22 00:00:00,0.89,0.258,0.2416,0,2024-07-23 00:01:10,-6.36
VIC/USDT,2024-07-22 00:00:00,0.82,0.4007,0.3842,0,2024-07-23 00:01:10,-4.12
DYM/USDT,2024-07-22 00:00:00,0.85,1.957,1.824,0,2024-07-23 00:01:10,-6.8
PIXEL/USDT,2024-07-22 00:00:00,0.81,0.2328,0.2119,0,2024-07-23 00:01:10,-8.98
METIS/USDT,2024-07-22 00:00:00,0.86,50.02,48.41,0,2024-07-23 00:01:10,-3.22
ETHFI/USDT,2024-07-22 00:00:00,0.81,2.482,2.451,0,2024-07-23 00:01:10,-1.25
NEO/USDT,2024-07-22 00:00:00,0.76,12.03,11.5,0,2024-07-23 00:01:10,-4.41
QTUM/USDT,2024-07-22 00:00:00,0.84,2.794,2.671,0,2024-07-23 00:01:10,-4.4
ADA/USDT,2024-07-22 00:00:00,0.79,0.4469,0.4262,0,2024-07-23 00:01:10,-4.63
EOS/USDT,2024-07-22 00:00:00,0.87,0.6082,0.5824,0,2024-07-23 00:01:10,-4.24
ONT/USDT,2024-07-22 00:00:00,0.85,0.2174,0.2065,0,2024-07-23 00:01:10,-5.01
ICX/USDT,2024-07-22 00:00:00,0.8,0.1668,0.1634,0,2024-07-23 00:01:10,-2.04
NULS/USDT,2024-07-22 00:00:00,0.95,0.3433,0.3305,0,2024-07-23 00:01:10,-3.73
VET/USDT,2024-07-22 00:00:00,0.95,0.03078,0.02938,0,2024-07-23 00:01:10,-4.55
LINK/USDT,2024-07-22 00:00:00,0.71,14.816,13.93,0,2024-07-23 00:01:10,-5.98
HOT/USDT,2024-07-22 00:00:00,0.71,0.001909,0.001809,0,2024-07-23 00:01:10,-5.24
ZIL/USDT,2024-07-22 00:00:00,0.84,0.0181,0.01737,0,2024-07-23 00:01:10,-4.03
ZRX/USDT,2024-07-22 00:00:00,0.81,0.3932,0.3737,0,2024-07-23 00:01:10,-4.96
CELR/USDT,2024-07-22 00:00:00,0.76,0.01534,0.0145,0,2024-07-23 00:01:10,-5.48
ATOM/USDT,2024-07-22 00:00:00,0.75,6.533,6.267,0,2024-07-23 00:01:10,-4.07
TFUEL/USDT,2024-07-22 00:00:00,0.74,0.07467,0.07115,0,2024-07-23 00:01:10,-4.71
ONE/USDT,2024-07-22 00:00:00,0.89,0.01571,0.01483,0,2024-07-23 00:01:10,-5.6
ALGO/USDT,2024-07-22 00:00:00,0.75,0.1592,0.151,0,2024-07-23 00:01:10,-5.15
ANKR/USDT,2024-07-22 00:00:00,0.78,0.03247,0.03179,0,2024-07-23 00:01:10,-2.09
DENT/USDT,2024-07-22 00:00:00,0.71,0.001033,0.000984,0,2024-07-23 00:01:10,-4.74
WAN/USDT,2024-07-22 00:00:00,0.88,0.2059,0.1965,0,2024-07-23 00:01:10,-4.57
FUN/USDT,2024-07-22 00:00:00,0.85,0.003971,0.003736,0,2024-07-23 00:01:10,-5.92
CHZ/USDT,2024-07-22 00:00:00,0.82,0.0755,0.0717,0,2024-07-23 00:01:10,-5.03
REN/USDT,2024-07-22 00:00:00,0.8,0.05459,0.04988,0,2024-07-23 00:01:10,-8.63
RVN/USDT,2024-07-22 00:00:00,0.86,0.0203,0.0195,0,2024-07-23 00:01:10,-3.94
NKN/USDT,2024-07-22 00:00:00,0.81,0.086,0.0792,0,2024-07-23 00:01:10,-7.91
STX/USDT,2024-07-22 00:00:00,0.82,1.953,1.836,0,2024-07-23 00:01:10,-5.99
KAVA/USDT,2024-07-22 00:00:00,0.87,0.4323,0.4123,0,2024-07-23 00:01:10,-4.63
IOTX/USDT,2024-07-22 00:00:00,0.71,0.05186,0.04851,0,2024-07-23 00:01:10,-6.46
TROY/USDT,2024-07-22 00:00:00,0.94,0.00183,0.001728,0,2024-07-23 00:01:10,-5.57
VITE/USDT,2024-07-22 00:00:00,0.87,0.01567,0.01489,0,2024-07-23 00:01:10,-4.98
OGN/USDT,2024-07-22 00:00:00,0.89,0.1031,0.0986,0,2024-07-23 00:01:10,-4.36
BNT/USDT,2024-07-22 00:00:00,0.8,0.651,0.6268,0,2024-07-23 00:01:10,-3.72
LTO/USDT,2024-07-22 00:00:00,0.72,0.1254,0.1202,0,2024-07-23 00:01:10,-4.15
COTI/USDT,2024-07-22 00:00:00,0.72,0.10987,0.10127,0,2024-07-23 00:01:10,-7.83
DATA/USDT,2024-07-22 00:00:00,0.86,0.04055,0.0368,0,2024-07-23 00:01:10,-9.25
HIVE/USDT,2024-07-22 00:00:00,0.84,0.2334,0.2205,0,2024-07-23 00:01:10,-5.53
LRC/USDT,2024-07-22 00:00:00,0.72,0.1718,0.1651,0,2024-07-23 00:01:10,-3.9
COMP/USDT,2024-07-22 00:00:00,0.74,52.39,50.5,0,2024-07-23 00:01:10,-3.61
SNX/USDT,2024-07-22 00:00:00,0.79,1.916,1.814,0,2024-07-23 00:01:10,-5.32
VTHO/USDT,2024-07-22 00:00:00,0.84,0.0028,0.002642,0,2024-07-23 00:01:10,-5.64
DGB/USDT,2024-07-22 00:00:00,0.83,0.00852,0.0081,0,2024-07-23 00:01:10,-4.93
DCR/USDT,2024-07-22 00:00:00,0.78,13.07,12.76,0,2024-07-23 00:01:10,-2.37
STORJ/USDT,2024-07-22 00:00:00,0.83,0.4246,0.3998,0,2024-07-23 00:01:10,-5.84
MANA/USDT,2024-07-22 00:00:00,0.74,0.3631,0.3437,0,2024-07-23 00:01:10,-5.34
KMD/USDT,2024-07-22 00:00:00,0.87,0.3006,0.2832,0,2024-07-23 00:01:10,-5.79
CRV/USDT,2024-07-22 00:00:00,0.71,0.2905,0.271,0,2024-07-23 00:01:10,-6.71
SAND/USDT,2024-07-22 00:00:00,0.82,0.3481,0.332,0,2024-07-23 00:01:10,-4.63
NMR/USDT,2024-07-22 00:00:00,0.8,15.76,14.73,0,2024-07-23 00:01:10,-6.54
LUNA/USDT,2024-07-22 00:00:00,0.78,0.4505,0.4299,0,2024-07-23 00:01:10,-4.57
SUSHI/USDT,2024-07-22 00:00:00,0.81,0.759,0.719,0,2024-07-23 00:01:10,-5.27
DIA/USDT,2024-07-22 00:00:00,0.83,0.4071,0.3845,0,2024-07-23 00:01:10,-5.55
RUNE/USDT,2024-07-22 00:00:00,0.72,4.898,4.635,0,2024-07-23 00:01:10,-5.37
FIO/USDT,2024-07-22 00:00:00,0.95,0.02556,0.02354,0,2024-07-23 00:01:10,-7.9
UMA/USDT,2024-07-22 00:00:00,0.75,2.487,2.365,0,2024-07-23 00:01:10,-4.91
BEL/USDT,2024-07-22 00:00:00,0.74,0.5712,0.5481,0,2024-07-23 00:01:10,-4.04
UNI/USDT,2024-07-22 00:00:00,0.75,8.124,7.812,0,2024-07-23 00:01:10,-3.84
UTK/USDT,2024-07-22 00:00:00,0.75,0.05723,0.05274,0,2024-07-23 00:01:10,-7.85
XVS/USDT,2024-07-22 00:00:00,0.8,7.61,7.15,0,2024-07-23 00:01:10,-6.04
ALPHA/USDT,2024-07-22 00:00:00,0.81,0.0805,0.075,0,2024-07-23 00:01:10,-6.83
CTK/USDT,2024-07-22 00:00:00,0.73,0.6681,0.8183,1,2024-07-23 00:01:10,22.48
AXS/USDT,2024-07-22 00:00:00,0.83,6.396,6.122,0,2024-07-23 00:01:10,-4.28
UNFI/USDT,2024-07-22 00:00:00,0.76,4.099,3.89,0,2024-07-23 00:01:10,-5.1
SKL/USDT,2024-07-22 00:00:00,0.9,0.05266,0.04929,0,2024-07-23 00:01:10,-6.4
JUV/USDT,2024-07-22 00:00:00,0.77,1.908,1.844,0,2024-07-23 00:01:10,-3.35
PSG/USDT,2024-07-22 00:00:00,0.71,2.824,2.752,0,2024-07-23 00:01:10,-2.55
1INCH/USDT,2024-07-22 00:00:00,0.83,0.4322,0.4175,0,2024-07-23 00:01:10,-3.4
REEF/USDT,2024-07-22 00:00:00,0.81,0.001615,0.001477,0,2024-07-23 00:01:10,-8.54
OG/USDT,2024-07-22 00:00:00,0.79,3.365,3.213,0,2024-07-23 00:01:10,-4.52
ATM/USDT,2024-07-22 00:00:00,0.78,2.239,2.19,0,2024-07-23 00:01:10,-2.19
CELO/USDT,2024-07-22 00:00:00,0.94,0.6087,0.5862,0,2024-07-23 00:01:10,-3.7
RIF/USDT,2024-07-22 00:00:00,0.87,0.0942,0.0865,0,2024-07-23 00:01:10,-8.17
CKB/USDT,2024-07-22 00:00:00,0.75,0.012649,0.012024,0,2024-07-23 00:01:10,-4.94
TWT/USDT,2024-07-22 00:00:00,0.72,1.0672,1.0242,0,2024-07-23 00:01:10,-4.03
LIT/USDT,2024-07-22 00:00:00,0.84,0.81,0.74,0,2024-07-23 00:01:10,-8.64
DODO/USDT,2024-07-22 00:00:00,0.86,0.1308,0.1228,0,2024-07-23 00:01:10,-6.12
BADGER/USDT,2024-07-22 00:00:00,0.82,3.446,3.27,0,2024-07-23 00:01:10,-5.11
DEGO/USDT,2024-07-22 00:00:00,0.84,1.675,1.572,0,2024-07-23 00:01:10,-6.15
ALICE/USDT,2024-07-22 00:00:00,0.87,1.278,1.2,0,2024-07-23 00:01:10,-6.1
LINA/USDT,2024-07-22 00:00:00,0.85,0.006184,0.005784,0,2024-07-23 00:01:10,-6.47
PERP/USDT,2024-07-22 00:00:00,0.88,0.725,0.6663,0,2024-07-23 00:01:10,-8.1
SUPER/USDT,2024-07-22 00:00:00,0.82,0.7015,0.6633,0,2024-07-23 00:01:10,-5.45
CFX/USDT,2024-07-22 00:00:00,0.71,0.1724,0.1666,0,2024-07-23 00:01:10,-3.36
