timestamp,open,high,low,close,volume
2020-10-20 00:00:00,10.0,10.726,9.252,9.853,16564.69
2020-10-20 12:00:00,9.769,11.251,9.769,11.173,6508.06
2020-10-21 00:00:00,11.029,12.501,10.759,11.57,3427.62
2020-10-21 12:00:00,11.389,11.528,8.892,8.892,7497.95
2020-10-22 00:00:00,8.733,8.817,7.247,8.35,62486.57
2020-10-22 12:00:00,8.575,8.575,5.886,6.336,37976.15
2020-10-23 00:00:00,6.4,6.971,6.196,6.406,29464.95
2020-10-23 12:00:00,6.411,8.802,5.008,7.594,173142.35
2020-10-24 00:00:00,7.506,7.867,6.598,6.9,97674.14
2020-10-24 12:00:00,6.942,8.799,6.869,8.23,133302.11
2020-10-25 00:00:00,8.219,20.316,8.1,9.8,204563.86
2020-10-25 12:00:00,9.8,17.0,9.8,15.673,156210.09
2020-10-26 00:00:00,15.841,17.799,14.11,15.68,83586.63
2020-10-26 12:00:00,15.904,15.938,9.86,10.966,136726.88
2020-10-27 00:00:00,10.912,16.335,10.45,14.174,206189.27
2020-10-27 12:00:00,14.174,17.394,13.906,16.439,63896.05
2020-10-28 00:00:00,16.419,17.663,13.88,14.15,21111.25
2020-10-28 12:00:00,13.955,17.1,13.955,15.65,37135.69
2020-10-29 00:00:00,15.611,16.265,13.992,15.13,24367.61
2020-10-29 12:00:00,15.13,16.32,14.127,15.011,17302.51
2020-10-30 00:00:00,15.011,15.011,11.794,12.803,41392.7
2020-10-30 12:00:00,12.718,13.238,11.5,12.274,26830.05
2020-10-31 00:00:00,12.073,13.2,11.35,13.042,21928.98
2020-10-31 12:00:00,13.05,14.877,12.996,13.925,24807.13
2020-11-01 00:00:00,14.226,14.459,13.4,13.679,14670.32
2020-11-01 12:00:00,13.68,14.6,13.5,14.4,29176.17
2020-11-02 00:00:00,14.4,14.825,12.37,12.558,26121.9
2020-11-02 12:00:00,12.412,13.071,12.349,12.699,6277.99
2020-11-03 00:00:00,12.567,12.71,10.979,11.9,14427.57
2020-11-03 12:00:00,11.959,12.098,11.353,12.089,8534.36
2020-11-04 00:00:00,12.149,12.613,11.484,11.807,4888.61
2020-11-04 12:00:00,11.908,12.335,11.393,12.15,6907.29
2020-11-05 00:00:00,12.15,12.539,11.688,11.884,7865.08
2020-11-05 12:00:00,11.916,13.5,11.758,12.82,10741.64
2020-11-06 00:00:00,12.705,15.369,12.596,14.695,17785.43
2020-11-06 12:00:00,14.562,16.846,13.988,15.241,22078.95
2020-11-07 00:00:00,15.082,16.889,15.082,15.215,13232.99
2020-11-07 12:00:00,15.497,15.497,12.41,13.342,27961.5
2020-11-08 00:00:00,13.026,14.303,12.852,13.655,6692.3
2020-11-08 12:00:00,14.019,14.61,13.485,14.22,5485.84
2020-11-09 00:00:00,14.023,15.232,13.678,15.06,6772.87
2020-11-09 12:00:00,15.028,15.839,14.092,14.786,9665.16
2020-11-10 00:00:00,14.578,15.136,13.913,14.4,15807.71
2020-11-10 12:00:00,14.4,14.55,13.949,13.958,16564.39
2020-11-11 00:00:00,14.037,14.657,14.026,14.193,8425.79
2020-11-11 12:00:00,14.129,14.299,13.264,13.606,11617.11
2020-11-12 00:00:00,13.503,13.88,13.081,13.678,1817.43
2020-11-12 12:00:00,13.661,13.714,12.084,13.0,2913.22
2020-11-13 00:00:00,12.913,13.66,12.737,13.018,3517.64
2020-11-13 12:00:00,13.241,13.721,12.69,12.69,3681.56
2020-11-14 00:00:00,12.677,13.114,12.059,12.393,7348.01
2020-11-14 12:00:00,12.362,13.111,12.22,13.006,1503.42
2020-11-15 00:00:00,12.991,12.991,11.787,12.138,9715.29
2020-11-15 12:00:00,12.2,12.521,10.837,11.256,4373.94
2020-11-16 00:00:00,11.15,11.517,10.75,11.003,8316.44
2020-11-16 12:00:00,10.998,11.605,10.684,10.862,9991.75
2020-11-17 00:00:00,10.874,13.13,10.858,12.44,28658.68
2020-11-17 12:00:00,12.48,13.776,12.365,12.904,12546.64
2020-11-18 00:00:00,12.94,13.665,11.241,12.503,9481.89
2020-11-18 12:00:00,12.523,13.416,12.03,12.766,6179.69
2020-11-19 00:00:00,12.682,12.97,11.9,12.846,3466.19
2020-11-19 12:00:00,12.811,13.139,12.394,12.51,7799.94
2020-11-20 00:00:00,12.695,13.99,12.548,13.746,6686.19
2020-11-20 12:00:00,13.719,13.739,12.488,12.893,10687.39
2020-11-21 00:00:00,12.877,13.439,12.645,13.083,5220.41
2020-11-21 12:00:00,12.849,15.347,12.803,13.948,50511.07
2020-11-22 00:00:00,14.138,14.331,12.654,12.737,7998.07
2020-11-22 12:00:00,12.785,13.528,12.785,13.052,5565.83
2020-11-23 00:00:00,13.092,13.42,12.785,13.355,2816.15
2020-11-23 12:00:00,13.322,13.6,13.005,13.252,5816.15
2020-11-24 00:00:00,13.208,14.937,12.734,13.416,57363.15
2020-11-24 12:00:00,13.417,14.3,13.227,13.775,24142.94
2020-11-25 00:00:00,13.852,16.6,13.665,16.455,29834.13
2020-11-25 12:00:00,16.456,19.321,13.583,14.715,129970.69
2020-11-26 00:00:00,14.43,15.783,12.4,13.642,90180.48
2020-11-26 12:00:00,13.79,14.245,12.408,13.524,35804.63
2020-11-27 00:00:00,13.621,14.092,12.8,13.233,13660.15
2020-11-27 12:00:00,13.244,14.118,13.0,13.501,10932.73
2020-11-28 00:00:00,13.517,13.84,13.28,13.385,9859.71
2020-11-28 12:00:00,13.462,14.187,13.393,13.788,14203.88
2020-11-29 00:00:00,13.579,13.877,13.366,13.848,10292.34
2020-11-29 12:00:00,13.838,13.945,13.245,13.558,14296.5
2020-11-30 00:00:00,13.711,14.871,13.688,14.273,16095.42
2020-11-30 12:00:00,14.345,14.749,13.763,14.189,12565.54
2020-12-01 00:00:00,14.155,16.101,13.376,14.225,14062.12
2020-12-01 12:00:00,14.173,14.488,13.1,13.801,13840.95
2020-12-02 00:00:00,13.677,15.34,13.627,14.376,22436.68
2020-12-02 12:00:00,14.183,14.556,13.787,14.335,5452.03
2020-12-03 00:00:00,14.303,14.682,14.017,14.108,15603.93
2020-12-03 12:00:00,14.152,14.362,13.63,14.034,14703.64
2020-12-04 00:00:00,13.956,14.081,13.455,13.619,6577.12
2020-12-04 12:00:00,13.461,13.529,11.771,11.963,5922.43
2020-12-05 00:00:00,11.954,12.861,11.886,12.572,4284.81
2020-12-05 12:00:00,12.8,13.174,12.648,12.78,2764.29
2020-12-06 00:00:00,12.979,13.13,12.467,12.467,1274.63
2020-12-06 12:00:00,12.528,12.635,12.041,12.408,1939.48
2020-12-07 00:00:00,12.378,12.773,12.288,12.513,2998.84
2020-12-07 12:00:00,12.398,17.01,12.398,13.8,134753.31
2020-12-08 00:00:00,13.8,14.185,13.333,13.545,38647.69
2020-12-08 12:00:00,13.558,14.045,13.001,13.235,27534.02
2020-12-09 00:00:00,13.197,13.713,12.977,13.713,13978.17
2020-12-09 12:00:00,13.656,14.5,13.457,13.639,39548.78
2020-12-10 00:00:00,13.668,14.225,13.654,13.894,15387.56
2020-12-10 12:00:00,13.782,15.331,13.641,13.732,33549.74
2020-12-11 00:00:00,13.75,13.904,13.263,13.486,14074.68
2020-12-11 12:00:00,13.53,13.93,13.082,13.165,6092.86
2020-12-12 00:00:00,13.171,13.609,13.138,13.569,1563.24
2020-12-12 12:00:00,13.498,13.537,13.168,13.286,3629.23
2020-12-13 00:00:00,13.236,13.55,13.228,13.383,1645.45
2020-12-13 12:00:00,13.453,13.668,13.249,13.249,3229.62
2020-12-14 00:00:00,13.287,13.459,13.269,13.27,807.6
2020-12-14 12:00:00,13.279,13.316,12.476,12.666,5979.17
2020-12-15 00:00:00,12.761,13.081,12.58,12.888,2491.19
2020-12-15 12:00:00,12.887,12.983,12.378,12.471,3165.27
2020-12-16 00:00:00,12.471,12.826,12.269,12.601,2899.94
2020-12-16 12:00:00,12.568,12.807,11.401,11.937,7798.35
2020-12-17 00:00:00,11.98,12.905,11.92,12.557,14632.48
2020-12-17 12:00:00,12.557,12.766,11.75,11.899,84822.99
2020-12-18 00:00:00,11.902,12.24,11.772,12.044,20517.51
2020-12-18 12:00:00,12.109,12.172,11.86,11.895,1035.35
2020-12-19 00:00:00,11.971,12.274,11.608,12.215,5551.29
2020-12-19 12:00:00,12.17,12.259,11.578,11.665,52617.33
2020-12-20 00:00:00,11.687,11.983,11.602,11.802,10200.63
2020-12-20 12:00:00,11.767,11.966,11.313,11.966,3885.51
2020-12-21 00:00:00,11.955,11.955,6.952,8.392,31700.29
2020-12-21 12:00:00,8.372,8.877,7.97,8.013,19228.18
2020-12-22 00:00:00,7.928,8.365,7.5,7.941,41284.45
2020-12-22 12:00:00,7.965,8.38,7.605,7.719,13660.65
2020-12-23 00:00:00,7.749,7.996,7.17,7.571,14505.29
2020-12-23 12:00:00,7.589,7.734,5.578,6.202,25510.76
2020-12-24 00:00:00,6.159,7.403,5.917,6.395,25210.77
2020-12-24 12:00:00,6.5,7.278,6.095,6.961,21765.88
2020-12-25 00:00:00,7.041,7.406,6.611,7.276,29135.4
2020-12-25 12:00:00,7.256,7.48,6.837,7.415,12684.51
2020-12-26 00:00:00,7.409,7.409,6.967,7.141,6315.24
2020-12-26 12:00:00,7.155,7.19,6.83,6.902,5165.05
2020-12-27 00:00:00,6.947,7.01,6.466,6.58,4603.64
2020-12-27 12:00:00,6.456,6.972,6.092,6.102,10398.71
2020-12-28 00:00:00,6.13,6.689,6.041,6.461,30928.59
2020-12-28 12:00:00,6.453,6.503,5.983,6.014,10182.36
2020-12-29 00:00:00,6.026,6.162,5.666,5.753,11729.66
2020-12-29 12:00:00,5.778,5.809,4.96,5.165,32930.64
2020-12-30 00:00:00,5.188,5.844,5.104,5.643,35692.13
2020-12-30 12:00:00,5.658,6.006,5.5,5.763,31070.89
2020-12-31 00:00:00,5.749,6.063,5.546,5.812,30633.54
2020-12-31 12:00:00,5.804,8.183,5.675,6.763,197114.3
2021-01-01 00:00:00,6.784,7.221,5.799,6.076,47693.9
2021-01-01 12:00:00,6.055,6.213,5.116,5.34,89924.98
2021-01-02 00:00:00,5.334,5.877,5.15,5.336,52659.26
2021-01-02 12:00:00,5.329,5.475,4.753,5.076,70926.79
2021-01-03 00:00:00,5.078,5.079,4.67,4.797,21963.28
2021-01-03 12:00:00,4.791,5.157,4.513,4.841,48918.61
2021-01-04 00:00:00,4.904,5.736,4.536,4.8,99835.07
2021-01-04 12:00:00,4.8,4.896,4.526,4.829,43355.75
2021-01-05 00:00:00,4.852,5.0,4.579,4.948,26351.57
2021-01-05 12:00:00,4.982,5.428,4.795,4.931,46294.03
2021-01-06 00:00:00,4.98,5.123,4.892,5.08,33140.18
2021-01-06 12:00:00,5.074,5.487,4.9,5.102,58156.89
2021-01-07 00:00:00,5.119,5.66,5.044,5.414,75516.55
2021-01-07 12:00:00,5.397,5.525,4.993,5.121,53013.74
2021-01-08 00:00:00,5.123,5.189,4.651,5.042,69951.22
2021-01-08 12:00:00,5.048,5.098,4.745,4.916,51226.84
2021-01-09 00:00:00,4.896,5.15,4.786,5.034,50124.95
2021-01-09 12:00:00,5.083,5.311,4.923,5.043,60524.66
2021-01-10 00:00:00,5.056,6.166,4.93,5.061,178616.4
2021-01-10 12:00:00,5.055,6.07,4.9,5.626,223145.33
2021-01-11 00:00:00,5.607,5.64,4.535,4.82,223178.64
2021-01-11 12:00:00,4.829,4.873,4.33,4.758,38509.03
2021-01-12 00:00:00,4.75,4.897,4.564,4.737,22028.64
2021-01-12 12:00:00,4.772,4.773,4.326,4.413,52385.91
2021-01-13 00:00:00,4.413,4.689,4.36,4.6,13202.26
2021-01-13 12:00:00,4.644,4.89,4.588,4.807,27251.28
2021-01-14 00:00:00,4.795,4.852,4.721,4.802,18210.76
2021-01-14 12:00:00,4.824,5.083,4.57,4.67,39395.93
2021-01-15 00:00:00,4.672,5.04,4.655,4.804,35487.36
2021-01-15 12:00:00,4.849,4.85,4.498,4.62,39163.13
2021-01-16 00:00:00,4.683,4.896,4.651,4.86,33312.93
2021-01-16 12:00:00,4.863,6.324,4.755,5.319,254601.79
2021-01-17 00:00:00,5.308,6.525,5.09,6.058,840779.62
2021-01-17 12:00:00,6.052,6.86,5.802,5.88,646106.52
2021-01-18 00:00:00,5.88,6.109,5.501,5.71,255276.31
2021-01-18 12:00:00,5.741,5.85,5.5,5.598,164042.3
2021-01-19 00:00:00,5.581,6.1,5.279,5.48,383884.44
2021-01-19 12:00:00,5.486,5.494,4.995,5.016,139727.75
2021-01-20 00:00:00,4.992,5.208,4.7,4.738,66103.52
2021-01-20 12:00:00,4.72,4.947,4.313,4.484,1399364.16
2021-01-21 00:00:00,4.499,4.632,4.246,4.263,74742.49
2021-01-21 12:00:00,4.261,4.335,3.768,3.971,741966.49
2021-01-22 00:00:00,3.99,4.84,3.61,4.337,432937.9
2021-01-22 12:00:00,4.402,4.749,4.226,4.433,99596.29
2021-01-23 00:00:00,4.412,4.875,4.321,4.553,124803.61
2021-01-23 12:00:00,4.553,5.027,4.404,4.565,84810.07
2021-01-24 00:00:00,4.595,4.809,4.428,4.809,391226.7
2021-01-24 12:00:00,4.835,4.839,4.44,4.56,36580.07
2021-01-25 00:00:00,4.558,4.762,4.512,4.682,58561.16
2021-01-25 12:00:00,4.69,4.739,4.31,4.343,98294.72
2021-01-26 00:00:00,4.335,4.502,4.236,4.318,27012.85
2021-01-26 12:00:00,4.308,4.341,4.05,4.236,21662.02
2021-01-27 00:00:00,4.258,4.258,3.856,3.909,129200.43
2021-01-27 12:00:00,3.901,3.98,3.778,3.903,81570.39
2021-01-28 00:00:00,3.892,4.151,3.85,4.072,40716.51
2021-01-28 12:00:00,4.087,4.196,4.044,4.099,133635.29
2021-01-29 00:00:00,4.125,4.454,4.065,4.264,450219.36
2021-01-29 12:00:00,4.268,4.561,4.213,4.31,1037897.56
2021-01-30 00:00:00,4.315,4.42,4.182,4.24,119017.1
2021-01-30 12:00:00,4.245,4.359,4.206,4.206,121384.38
2021-01-31 00:00:00,4.212,4.371,4.212,4.314,70335.68
2021-01-31 12:00:00,4.317,4.408,4.168,4.254,46959.04
2021-02-01 00:00:00,4.247,4.923,4.166,4.363,672954.7
