timestamp,open,high,low,close,volume
2020-01-21 12:00:00,0.01301,0.0174,0.01155,0.012,108765328.0
2020-01-22 00:00:00,0.01205,0.0125,0.0115,0.0123,19881427.0
2020-01-22 12:00:00,0.0123,0.0126,0.0111,0.01144,20351860.0
2020-01-23 00:00:00,0.011435,0.0116,0.01003,0.010263,18377365.0
2020-01-23 12:00:00,0.010135,0.0104,0.0095,0.00989,11778899.0
2020-01-24 00:00:00,0.009737,0.009893,0.009101,0.009401,11987109.0
2020-01-24 12:00:00,0.009409,0.010031,0.009409,0.009666,8910412.0
2020-01-25 00:00:00,0.009668,0.010323,0.009318,0.009814,11879102.0
2020-01-25 12:00:00,0.009911,0.010055,0.00955,0.00978,6473725.0
2020-01-26 00:00:00,0.009738,0.009834,0.0096,0.009643,3210790.0
2020-01-26 12:00:00,0.009643,0.009777,0.009199,0.009394,8798901.0
2020-01-27 00:00:00,0.009398,0.009417,0.00915,0.00924,3502995.0
2020-01-27 12:00:00,0.00923,0.00923,0.008824,0.008828,6199781.0
2020-01-28 00:00:00,0.008992,0.009015,0.00851,0.008777,5314716.0
2020-01-28 12:00:00,0.008709,0.008794,0.0082,0.008413,6805601.0
2020-01-29 00:00:00,0.008413,0.00888,0.008179,0.008563,8127329.0
2020-01-29 12:00:00,0.008559,0.008765,0.008303,0.0084,2894336.0
2020-01-30 00:00:00,0.0084,0.0088,0.007873,0.0085,7482208.0
2020-01-30 12:00:00,0.008579,0.008635,0.008111,0.008228,5168000.0
2020-01-31 00:00:00,0.008193,0.008399,0.0081,0.008267,2388070.0
2020-01-31 12:00:00,0.008204,0.0085,0.0082,0.008499,2642811.0
2020-02-01 00:00:00,0.008499,0.008945,0.00842,0.00872,3560184.0
2020-02-01 12:00:00,0.00872,0.009329,0.008559,0.00907,3841593.0
2020-02-02 00:00:00,0.009,0.009045,0.008612,0.008773,4510901.0
2020-02-02 12:00:00,0.008774,0.008868,0.0084,0.008536,1454115.0
2020-02-03 00:00:00,0.008541,0.00875,0.0084,0.008401,1670385.0
2020-02-03 12:00:00,0.008401,0.00859,0.008287,0.008501,2899462.0
2020-02-04 00:00:00,0.008555,0.008779,0.008361,0.008779,6580431.0
2020-02-04 12:00:00,0.008778,0.0091,0.0083,0.008429,6410278.0
2020-02-05 00:00:00,0.008477,0.00883,0.0083,0.008599,5042389.0
